numcode,country,Carbon1971,Carbon1972,Carbon1973,Carbon1974,Carbon1975,Carbon1976,Carbon1977,Carbon1978,Carbon1979,Carbon1980,Carbon1981,Carbon1982,Carbon1983,Carbon1984,Carbon1985,Carbon1986,Carbon1987,Carbon1988,Carbon1989,Carbon1990,Carbon1991,Carbon1992,Carbon1993,Carbon1994,Carbon1995,Carbon1996,Carbon1997,Carbon1998,Carbon1999,Carbon2000,Carbon2001,Carbon2002,Carbon2003,Carbon2004,Carbon2005,Carbon2006,Carbon2007,Carbon2008,Carbon2009,Carbon2010,Carbon2011,Carbon2012,Carbon2013,Carbon2014,Carbon2015,Carbon2016,Carbon2017,Carbon2018,Carbon2019,Carbon2020,Carbon2021,Carbon2022,Carbon2023,Carbon2024,Carbon2025,Carbon2026,Carbon2027,Carbon2028,Carbon2029,Carbon2030,Carbon2031,Carbon2032,Carbon2033,Carbon2034,Carbon2035,Carbon2036,Carbon2037,Carbon2038,Carbon2039,Carbon2040
716,Zimbabwe,0.00786,0.0074,0.00864,0.00827,0.00768,0.00859,0.00765,0.00727,0.00729,0.008,0.00786,0.00776,0.00799,0.00826,0.00957,0.01118,0.01427,0.01412,0.01433,0.01544,0.01729,0.01775,0.01621,0.0153,0.01533,0.01471,0.01379,0.01404,0.01543,0.01325,0.01328,0.0121,0.01004,0.00928,0.01054,0.01017,0.00974,0.00765,0.00807,0.00878,0.00958,0.01002,0.010247568,0.010475136,0.010702705,0.010930273,0.011157841,0.011385409,0.011612977,0.011840546,0.011990539,0.012140533,0.012290527,0.012440521,0.013040496,0.013176539,0.013312582,0.013448625,0.013584668,0.01412884,0.01431182,0.0144948,0.01467778,0.014860759,0.015592679,0.015809561,0.016026443,0.016243325,0.016460207,0.017327735
32,Argentina,0.08603,0.08755,0.09084,0.09097,0.08982,0.09322,0.09611,0.0964,0.10165,0.10119,0.0973,0.09783,0.09864,0.0999,0.09269,0.10232,0.1079,0.11351,0.11079,0.10681,0.11008,0.11561,0.11279,0.11819,0.11816,0.1243,0.12733,0.12997,0.13444,0.13552,0.12555,0.12132,0.12881,0.14731,0.14774,0.16116,0.1642,0.17902,0.17017,0.17851,0.18113,0.1808,0.183572235,0.18634447,0.189116705,0.19188894,0.194661175,0.197433409,0.200205644,0.202977879,0.204115885,0.205253891,0.206391896,0.207529902,0.212081925,0.213197766,0.214313607,0.215429448,0.21654529,0.221008654,0.222247889,0.223487125,0.22472636,0.225965595,0.230922536,0.232025145,0.233127753,0.234230362,0.23533297,0.239743404
68,Bolivia,0.00223,0.00245,0.0026,0.00283,0.00336,0.00367,0.00394,0.00435,0.00476,0.00457,0.00461,0.00517,0.00467,0.00454,0.00432,0.0038,0.00401,0.00405,0.00452,0.00477,0.00486,0.00532,0.00567,0.00649,0.0076,0.00841,0.00931,0.00963,0.00929,0.0102,0.00792,0.00961,0.0103,0.01024,0.01142,0.01436,0.01164,0.01232,0.01306,0.01425,0.01495,0.0175,0.01776833,0.018036661,0.018304991,0.018573321,0.018841651,0.019109982,0.019378312,0.019646642,0.019756792,0.019866942,0.019977092,0.020087242,0.020527841,0.020635846,0.02074385,0.020851855,0.020959859,0.021391877,0.021511826,0.021631774,0.021751722,0.02187167,0.022351462,0.022458186,0.02256491,0.022671633,0.022778357,0.023205252
76,Brazil,0.09394,0.1032,0.12185,0.13359,0.14387,0.15652,0.1624,0.1796,0.19093,0.18983,0.17464,0.17512,0.16766,0.1714,0.18045,0.19568,0.2007,0.20682,0.20988,0.20499,0.21502,0.21861,0.2275,0.23776,0.25344,0.27547,0.28824,0.29749,0.30494,0.30987,0.31969,0.31863,0.30976,0.32545,0.33003,0.33448,0.34992,0.3683,0.34561,0.39813,0.41704,0.44821,0.4553,0.46239,0.46948,0.47657,0.48366,0.49075,0.49784,0.50493,0.51257625,0.5202225,0.52786875,0.535515,0.5661,0.57370875,0.5813175,0.58892625,0.596535,0.62697,0.63395125,0.6409325,0.64791375,0.654895,0.68282,0.6870925,0.691365,0.6956375,0.69991,0.717
170,Colombia,0.02722,0.02883,0.03016,0.03294,0.03204,0.03402,0.03495,0.03259,0.03065,0.035,0.03575,0.03643,0.03814,0.03918,0.03906,0.04438,0.04579,0.04691,0.04672,0.04887,0.05015,0.05354,0.05591,0.05665,0.05793,0.05913,0.06161,0.06563,0.05545,0.05757,0.05794,0.05512,0.056,0.05648,0.06009,0.06246,0.06117,0.06472,0.06875,0.06875,0.06829,0.06785,0.068890355,0.069930709,0.070971064,0.072011419,0.073051774,0.074092128,0.075132483,0.076172838,0.076599905,0.077026972,0.077454039,0.077881105,0.079589373,0.080008122,0.080426871,0.08084562,0.081264369,0.082939365,0.083404421,0.083869477,0.084334533,0.084799589,0.086659812,0.087073596,0.087487379,0.087901162,0.088314945,0.089970077
188,Costa Rica,0.00142,0.00152,0.00173,0.00164,0.00184,0.0018,0.0023,0.00251,0.00256,0.00229,0.002,0.00191,0.00181,0.00193,0.00202,0.00212,0.00232,0.00237,0.00282,0.00293,0.00313,0.00395,0.00399,0.00387,0.00404,0.00395,0.00406,0.00444,0.00464,0.0049,0.00479,0.00478,0.0053,0.00515,0.0053,0.00587,0.00652,0.00667,0.00644,0.00655,0.00668,0.00668,0.006782425,0.006884851,0.006987276,0.007089702,0.007192127,0.007294553,0.007396978,0.007499404,0.00754145,0.007583496,0.007625541,0.007667587,0.00783577,0.007876997,0.007918224,0.007959451,0.008000678,0.008165585,0.008211371,0.008257157,0.008302943,0.008348729,0.008531872,0.00857261,0.008613348,0.008654086,0.008694824,0.008857776
192,Cuba,0.02027,0.02011,0.02171,0.02321,0.02386,0.02568,0.02799,0.02917,0.03009,0.03108,0.03069,0.03093,0.03347,0.03193,0.03217,0.03163,0.03339,0.03432,0.03665,0.03225,0.02591,0.02119,0.01986,0.02091,0.02303,0.02423,0.02581,0.02509,0.02537,0.02722,0.02598,0.02517,0.02589,0.02527,0.0258,0.02702,0.02539,0.02697,0.03275,0.03016,0.02865,0.02895,0.029393895,0.02983779,0.030281685,0.03072558,0.031169475,0.031613369,0.032057264,0.032501159,0.032683379,0.032865598,0.033047817,0.033230037,0.033958914,0.034137585,0.034316255,0.034494926,0.034673596,0.035388277,0.035586706,0.035785134,0.035983563,0.036181991,0.036975705,0.037152256,0.037328808,0.037505359,0.037681911,0.038388117
214,Dominican Republic,0.00345,0.00457,0.00509,0.00544,0.00557,0.00566,0.00597,0.0061,0.00636,0.00649,0.00612,0.00583,0.00695,0.00725,0.0071,0.0074,0.00892,0.00882,0.00896,0.00902,0.00922,0.01054,0.01046,0.0124,0.01319,0.01386,0.0158,0.0163,0.01659,0.01852,0.01827,0.01912,0.01818,0.01595,0.01754,0.0187,0.01892,0.01883,0.01831,0.01912,0.01945,0.02014,0.02044881,0.02075762,0.021066429,0.021375239,0.021684049,0.021992859,0.022301669,0.022610478,0.022737245,0.022864012,0.022990779,0.023117546,0.023624613,0.02374891,0.023873208,0.023997506,0.024121804,0.024618995,0.024757038,0.024895081,0.025033124,0.025171168,0.02572334,0.025846164,0.025968988,0.026091811,0.026214635,0.02670593
218,Ecuador,0.00331,0.00357,0.00381,0.00535,0.00623,0.00727,0.00927,0.00952,0.00967,0.01079,0.01161,0.01242,0.01131,0.01169,0.01196,0.01176,0.0119,0.01227,0.01164,0.01383,0.01468,0.0162,0.0145,0.01559,0.01928,0.02012,0.02161,0.02186,0.01921,0.02151,0.02326,0.02406,0.02344,0.02562,0.02515,0.0275,0.02881,0.0299,0.03256,0.03428,0.03499,0.03627,0.036826134,0.037382267,0.037938401,0.038494535,0.039050668,0.039606802,0.040162935,0.040719069,0.040947363,0.041175656,0.04140395,0.041632243,0.042545417,0.042769264,0.042993111,0.043216958,0.043440806,0.044336194,0.044584795,0.044833396,0.045081997,0.045330598,0.046325002,0.046546195,0.046767387,0.04698858,0.047209772,0.048094542
222,El Salvador,0.00151,0.00177,0.00198,0.00192,0.00213,0.00216,0.00222,0.0023,0.0022,0.00183,0.00174,0.0017,0.0017,0.00174,0.00186,0.00187,0.00225,0.0022,0.00235,0.00234,0.00301,0.00327,0.00376,0.00426,0.00476,0.00418,0.00511,0.00541,0.00527,0.00533,0.00548,0.00563,0.00595,0.00583,0.00593,0.00628,0.00642,0.006,0.00591,0.00576,0.00608,0.00619,0.006284912,0.006379824,0.006474737,0.006569649,0.006664561,0.006759473,0.006854386,0.006949298,0.00698826,0.007027221,0.007066183,0.007105144,0.007260991,0.007299193,0.007337396,0.007375599,0.007413802,0.007566613,0.00760904,0.007651467,0.007693895,0.007736322,0.007906032,0.007943781,0.007981531,0.008019281,0.00805703,0.008208029
320,Guatemala,0.00242,0.00251,0.00271,0.00278,0.00265,0.0029,0.00341,0.00361,0.00422,0.00428,0.00366,0.00314,0.00283,0.00327,0.00332,0.00247,0.00281,0.00308,0.00315,0.00361,0.00381,0.00435,0.00447,0.00531,0.00579,0.00612,0.00648,0.00784,0.00792,0.00896,0.00929,0.00975,0.00962,0.01024,0.01063,0.01053,0.01137,0.01015,0.01113,0.01024,0.01038,0.0105,0.010660998,0.010821996,0.010982994,0.011143993,0.011304991,0.011465989,0.011626987,0.011787985,0.011854075,0.011920165,0.011986255,0.012052345,0.012316705,0.012381507,0.01244631,0.012511113,0.012575916,0.012835126,0.012907095,0.012979064,0.013051033,0.013123002,0.013410877,0.013474912,0.013538946,0.01360298,0.013667014,0.013923151
332,Haiti,0.00039,0.00036,0.00037,0.00042,0.00042,0.0006,0.00061,0.00066,0.00067,0.00063,0.0005,0.00065,0.00076,0.00079,0.00079,0.00074,0.00082,0.0009,0.00095,0.00094,0.0009,0.00083,0.00068,0.00019,0.0009,0.00105,0.0014,0.00128,0.00138,0.00141,0.00154,0.00173,0.00164,0.00189,0.00198,0.00203,0.00231,0.00231,0.00218,0.00204,0.00213,0.00224,0.002274346,0.002308693,0.002343039,0.002377385,0.002411731,0.002446078,0.002480424,0.00251477,0.002528869,0.002542969,0.002557068,0.002571167,0.002627564,0.002641388,0.002655213,0.002669037,0.002682862,0.00273816,0.002753514,0.002768867,0.00278422,0.002799574,0.002860987,0.002874648,0.002888308,0.002901969,0.00291563,0.002970272
340,Honduras,0.00111,0.00113,0.00123,0.00121,0.00127,0.00141,0.00159,0.0016,0.00167,0.00168,0.00159,0.00196,0.00173,0.00185,0.00164,0.00178,0.0019,0.00209,0.00227,0.00216,0.00217,0.00244,0.00257,0.00297,0.00354,0.00349,0.00359,0.00433,0.00439,0.00446,0.00525,0.00555,0.00619,0.00691,0.00705,0.00628,0.008,0.00788,0.00707,0.00727,0.00763,0.00816,0.008285119,0.008410237,0.008535356,0.008660474,0.008785593,0.008910711,0.00903583,0.009160949,0.00921231,0.009263671,0.009315032,0.009366394,0.009571839,0.0096222,0.009672561,0.009722922,0.009773283,0.009974727,0.010030657,0.010086587,0.010142517,0.010198447,0.010422168,0.010471931,0.010521695,0.010571459,0.010621223,0.010820278
388,Jamaica,0.0052,0.00694,0.00816,0.00749,0.00738,0.00663,0.0066,0.00686,0.00723,0.00638,0.00652,0.00627,0.00543,0.00536,0.00453,0.0046,0.00472,0.0048,0.00614,0.00708,0.00715,0.00761,0.0077,0.00781,0.0084,0.0089,0.00886,0.00941,0.0097,0.00998,0.0103,0.00983,0.01027,0.01037,0.01023,0.01158,0.01166,0.00925,0.00753,0.00673,0.00714,0.00694,0.007046412,0.007152824,0.007259236,0.007365648,0.007472061,0.007578473,0.007684885,0.007791297,0.007834979,0.007878662,0.007922344,0.007966026,0.008140755,0.008183587,0.008226418,0.00826925,0.008312081,0.008483407,0.008530975,0.008578543,0.008626111,0.008673679,0.008863951,0.008906275,0.008948598,0.008990922,0.009033246,0.00920254
558,Nicaragua,0.00151,0.00153,0.00175,0.00186,0.0019,0.00212,0.00261,0.0024,0.00161,0.00189,0.00195,0.00191,0.00197,0.00183,0.00186,0.00218,0.00218,0.00197,0.00178,0.00175,0.00183,0.00214,0.00214,0.00232,0.00255,0.00262,0.0028,0.00316,0.00339,0.00344,0.00365,0.00372,0.00392,0.00406,0.00414,0.00417,0.00432,0.00414,0.00421,0.0042,0.00447,0.00438,0.004447159,0.004514318,0.004581478,0.004648637,0.004715796,0.004782955,0.004850115,0.004917274,0.004944843,0.004972412,0.004999981,0.00502755,0.005137825,0.005164857,0.005191889,0.005218921,0.005245953,0.005354081,0.005384103,0.005414124,0.005444145,0.005474167,0.005594252,0.005620963,0.005647675,0.005674386,0.005701097,0.005807943
591,Panama,0.00372,0.00435,0.00493,0.00474,0.00373,0.00371,0.00351,0.00331,0.00365,0.00258,0.00275,0.00319,0.00363,0.00299,0.00283,0.00292,0.00323,0.00289,0.00257,0.00257,0.00297,0.00356,0.00351,0.00389,0.00408,0.00423,0.00437,0.00567,0.00533,0.00534,0.00634,0.00559,0.00584,0.00551,0.00674,0.0072,0.00714,0.00655,0.00771,0.00873,0.00994,0.01009,0.010244712,0.010399423,0.010554135,0.010708846,0.010863558,0.011018269,0.011172981,0.011327692,0.011391202,0.011454711,0.01151822,0.01158173,0.011835767,0.011898039,0.011960311,0.012022584,0.012084856,0.012333945,0.012403104,0.012472263,0.012541421,0.01261058,0.012887215,0.012948748,0.013010282,0.013071816,0.01313335,0.013379485
600,Paraguay,0.00058,0.00064,0.00074,0.00066,0.00072,0.00079,0.00114,0.00145,0.00138,0.0014,0.00133,0.00133,0.00125,0.0014,0.00144,0.00149,0.00163,0.00185,0.00185,0.00194,0.00189,0.00224,0.00259,0.00305,0.00345,0.00342,0.0038,0.00399,0.00399,0.00325,0.00338,0.00356,0.00369,0.00374,0.00345,0.00369,0.00383,0.00376,0.00413,0.00469,0.00491,0.00506,0.005137586,0.005215172,0.005292757,0.005370343,0.005447929,0.005525515,0.0056031,0.005680686,0.005712535,0.005744384,0.005776233,0.005808082,0.005935479,0.005966707,0.005997936,0.006029165,0.006060394,0.006185309,0.006219991,0.006254673,0.006289355,0.006324037,0.006462766,0.006493624,0.006524482,0.006555341,0.006586199,0.006709633
604,Peru,0.01608,0.01596,0.01694,0.01834,0.01943,0.01972,0.02071,0.01968,0.01958,0.02178,0.02158,0.0216,0.01865,0.01895,0.01844,0.01964,0.02087,0.02108,0.01903,0.01823,0.0178,0.01774,0.01966,0.02069,0.02283,0.0239,0.02279,0.0244,0.02653,0.02613,0.02421,0.02442,0.02354,0.02732,0.02935,0.02706,0.0296,0.03335,0.03712,0.04021,0.04321,0.04685,0.047568358,0.048286717,0.049005075,0.049723434,0.050441792,0.051160151,0.051878509,0.052596867,0.052891754,0.053186641,0.053481528,0.053776415,0.054955963,0.055245107,0.055534251,0.055823394,0.056112538,0.057269112,0.05759023,0.057911348,0.058232467,0.058553585,0.059838058,0.060123772,0.060409487,0.060695202,0.060980916,0.062123775
780,Trinidad and Tobago,0.00501,0.0049,0.00492,0.00521,0.00478,0.00508,0.00604,0.00756,0.00788,0.00827,0.0092,0.00836,0.00882,0.01018,0.01096,0.01165,0.01045,0.01134,0.01088,0.01271,0.01235,0.01411,0.01334,0.013,0.01284,0.01497,0.01345,0.01533,0.01834,0.01951,0.02153,0.02359,0.02668,0.02736,0.03154,0.03507,0.03798,0.03707,0.03699,0.03968,0.03895,0.03799,0.038572507,0.039155013,0.03973752,0.040320027,0.040902533,0.04148504,0.042067547,0.042650053,0.042889173,0.043128293,0.043367412,0.043606532,0.044563011,0.044797473,0.045031936,0.045266398,0.04550086,0.04643871,0.0466991,0.04695949,0.047219881,0.047480271,0.048521832,0.048753514,0.048985196,0.049216877,0.049448559,0.050375287
858,Uruguay,0.00576,0.00601,0.00563,0.00556,0.00588,0.00595,0.00581,0.00593,0.00655,0.006,0.00554,0.00475,0.00391,0.00354,0.00339,0.00333,0.00367,0.00461,0.00494,0.00402,0.00461,0.00525,0.00459,0.00412,0.0047,0.00559,0.0056,0.0058,0.00691,0.00606,0.00479,0.00425,0.0042,0.00549,0.00565,0.00654,0.00592,0.00816,0.0076,0.00616,0.0075,0.00825,0.008376499,0.008502997,0.008629496,0.008755994,0.008882493,0.009008991,0.00913549,0.009261988,0.009313916,0.009365844,0.009417772,0.0094697,0.009677411,0.009728327,0.009779244,0.00983016,0.009881077,0.010084742,0.010141289,0.010197836,0.010254383,0.01031093,0.010537118,0.010587431,0.010637743,0.010688056,0.010738368,0.010939619
862,Venezuela,0.04354,0.04242,0.04624,0.0564,0.06035,0.06203,0.06705,0.07282,0.07535,0.0885,0.09633,0.09553,0.10462,0.10108,0.09916,0.10392,0.10244,0.09701,0.09994,0.10494,0.10758,0.11772,0.1088,0.12794,0.11662,0.12464,0.12369,0.13285,0.12389,0.12486,0.13083,0.13072,0.1204,0.12764,0.14053,0.15253,0.13767,0.15752,0.15794,0.17582,0.16071,0.17832,0.181054209,0.183788417,0.186522626,0.189256835,0.191991043,0.194725252,0.197459461,0.200193669,0.201316065,0.202438461,0.203560857,0.204683253,0.209172837,0.210273372,0.211373907,0.212474443,0.213574978,0.217977119,0.219199356,0.220421593,0.22164383,0.222866067,0.227755015,0.228842499,0.229929983,0.231017468,0.232104952,0.236454888
48,Bahrain,0.00307,0.00291,0.0046,0.00503,0.0048,0.00655,0.00545,0.0056,0.00686,0.00635,0.00714,0.00836,0.00786,0.0085,0.00951,0.01026,0.00939,0.01079,0.01078,0.01156,0.01149,0.01257,0.01323,0.01429,0.01442,0.01432,0.01615,0.01709,0.01672,0.01746,0.01797,0.0187,0.0197,0.01938,0.02217,0.02399,0.02542,0.02824,0.02672,0.02743,0.02738,0.02738,0.027915099,0.028450198,0.028985297,0.029520396,0.030055495,0.030590594,0.031125694,0.031660793,0.032048567,0.032436342,0.032824116,0.033211891,0.034762989,0.03509062,0.035418251,0.035745882,0.036073513,0.037384037,0.037614229,0.037844421,0.038074613,0.038304805,0.039225574,0.039453434,0.039681293,0.039909153,0.040137013,0.041048452
368,Iraq,0.01124,0.01165,0.01244,0.0136,0.01639,0.02039,0.02142,0.02457,0.02894,0.02712,0.02728,0.02894,0.03498,0.03563,0.03989,0.04533,0.04446,0.05356,0.05832,0.05625,0.04734,0.07019,0.08918,0.10116,0.09973,0.09639,0.11361,0.08325,0.06306,0.07405,0.07705,0.08079,0.07774,0.07744,0.07543,0.05842,0.06504,0.0797,0.09317,0.10615,0.11172,0.12685,0.129329084,0.131808168,0.134287252,0.136766336,0.13924542,0.141724504,0.144203588,0.146682672,0.148479209,0.150275746,0.152072284,0.153868821,0.161054971,0.162572867,0.164090763,0.16560866,0.167126556,0.173198141,0.174264608,0.175331075,0.176397542,0.177464009,0.181729877,0.182785539,0.183841201,0.184896862,0.185952524,0.190175171
364,Islamic Republic of Iran,0.04346,0.04189,0.05445,0.06469,0.0701,0.0816,0.09038,0.08821,0.10114,0.10516,0.12207,0.14284,0.11867,0.13938,0.15064,0.15256,0.15369,0.15623,0.18222,0.18673,0.20592,0.21428,0.2276,0.2541,0.26638,0.25483,0.28583,0.28641,0.32829,0.32257,0.34955,0.35918,0.36725,0.39923,0.44334,0.45373,0.47111,0.50801,0.51014,0.50935,0.51995,0.54061,0.551175373,0.561740746,0.572306119,0.582871492,0.593436865,0.604002238,0.614567611,0.625132985,0.632789477,0.64044597,0.648102463,0.655758955,0.686384926,0.692853904,0.699322883,0.705791861,0.712260839,0.738136753,0.742681827,0.747226902,0.751771976,0.756317051,0.77449735,0.778996375,0.7834954,0.787994424,0.792493449,0.810489549
400,Jordan,0.00138,0.00154,0.00178,0.00187,0.00218,0.00274,0.00283,0.00339,0.00351,0.00435,0.0054,0.00619,0.00675,0.00746,0.00759,0.00827,0.0088,0.00863,0.00878,0.0094,0.00979,0.011,0.0108,0.01157,0.01239,0.01271,0.01298,0.01341,0.01338,0.01406,0.01387,0.0146,0.01473,0.01711,0.01838,0.01846,0.01933,0.01867,0.01952,0.01898,0.01964,0.0217,0.022124092,0.022548185,0.022972277,0.02339637,0.023820462,0.024244554,0.024668647,0.025092739,0.02540007,0.0257074,0.02601473,0.026322061,0.027551382,0.027811046,0.02807071,0.028330374,0.028590038,0.029628693,0.029811131,0.02999357,0.030176008,0.030358447,0.031088201,0.031268791,0.031449382,0.031629972,0.031810562,0.032532922
414,Kuwait,0.01399,0.01553,0.0163,0.0157,0.01514,0.01638,0.01796,0.0199,0.0247,0.02598,0.02667,0.03074,0.03258,0.03322,0.0375,0.04058,0.04404,0.05372,0.06316,0.02406,0.00756,0.02313,0.03171,0.03768,0.03831,0.03762,0.03787,0.04447,0.04873,0.05057,0.05481,0.05685,0.05997,0.06404,0.07237,0.07032,0.07213,0.07739,0.0848,0.08333,0.08292,0.08853,0.09026018,0.09199036,0.093720539,0.095450719,0.097180899,0.098911079,0.100641258,0.102371438,0.103625261,0.104879084,0.106132907,0.10738673,0.112402023,0.113461379,0.114520735,0.115580092,0.116639448,0.120876874,0.121621173,0.122365472,0.123109771,0.12385407,0.126831265,0.127568023,0.128304781,0.129041539,0.129778297,0.132725328
422,Lebanon,0.00503,0.0052,0.00677,0.00688,0.00603,0.00649,0.00494,0.00605,0.00656,0.00692,0.0066,0.00498,0.00539,0.00545,0.00658,0.0074,0.00762,0.00555,0.00551,0.00551,0.00687,0.00682,0.01014,0.01116,0.01285,0.01347,0.01533,0.01503,0.01582,0.01412,0.01531,0.01526,0.01513,0.01527,0.01448,0.01365,0.01201,0.01583,0.01934,0.01832,0.01849,0.02103,0.021440998,0.021851997,0.022262995,0.022673993,0.023084992,0.02349599,0.023906988,0.024317986,0.024615828,0.024913669,0.025211511,0.025509352,0.026700718,0.026952364,0.027204011,0.027455657,0.027707304,0.02871389,0.028890695,0.029067501,0.029244307,0.029421112,0.030128335,0.030303349,0.030478364,0.030653378,0.030828392,0.03152845
