numcode,country,GDP1971,GDP1972,GDP1973,GDP1974,GDP1975,GDP1976,GDP1977,GDP1978,GDP1979,GDP1980,GDP1981,GDP1982,GDP1983,GDP1984,GDP1985,GDP1986,GDP1987,GDP1988,GDP1989,GDP1990,GDP1991,GDP1992,GDP1993,GDP1994,GDP1995,GDP1996,GDP1997,GDP1998,GDP1999,GDP2000,GDP2001,GDP2002,GDP2003,GDP2004,GDP2005,GDP2006,GDP2007,GDP2008,GDP2009,GDP2010,GDP2011,GDP2012,GDP2013,GDP2014,GDP2015,GDP2016,GDP2017,GDP2018,GDP2019,GDP2020,GDP2021,GDP2022,GDP2023,GDP2024,GDP2025,GDP2026,GDP2027,GDP2028,GDP2029,GDP2030,GDP2031,GDP2032,GDP2033,GDP2034,GDP2035,GDP2036,GDP2037,GDP2038,GDP2039,GDP2040
642,Romania,0.07744,0.08565,0.09458,0.10621,0.1172,0.13001,0.14434,0.15561,0.16353,0.16893,0.17022,0.17703,0.18783,0.19891,0.19871,0.20348,0.20511,0.20409,0.19225,0.18149,0.15808,0.1441,0.14628,0.15209,0.16298,0.16951,0.15916,0.15154,0.14972,0.15287,0.16155,0.16968,0.17843,0.19471,0.20306,0.22076,0.23458,0.25302,0.23582,0.2336,0.23899,0.23984,0.120936329,0.002032658,0.002159775,0.002286891,0.002414007,0.002541124,0.00266824,0.002795357,0.002922473,0.003129035,0.003335597,0.003542159,0.003748721,0.003955283,0.004161844,0.004368406,0.004574968,0.00478153,0.004988092,0.005194654,0.005401215,0.005607777,0.005814339,0.006020901,0.006227463,0.006434025,0.006640587,0.006847148
688,Serbia,,,,,,,,,,,,,,,,,,,,0.08801,0.0794,0.05784,0.04019,0.0412,0.04371,0.04712,0.05691,0.05752,0.05118,0.0538,0.05645,0.05866,0.06022,0.06557,0.06337,0.06566,0.0692,0.07183,0.06932,0.07002,0.07116,0.06995,0.035271415,0.00059283,0.000629904,0.000666978,0.000704052,0.000741126,0.0007782,0.000815274,0.000852347,0.000912592,0.000972836,0.00103308,0.001093325,0.001153569,0.001213813,0.001274058,0.001334302,0.001394546,0.001454791,0.001515035,0.001575279,0.001635524,0.001695768,0.001756012,0.001816257,0.001876501,0.001936745,0.00199699
124,Canada,0.41673,0.43943,0.47003,0.48738,0.49626,0.52206,0.54012,0.56147,0.58283,0.59544,0.6163,0.59768,0.61302,0.64718,0.67746,0.69235,0.72034,0.75447,0.77239,0.77338,0.75699,0.76345,0.78336,0.81904,0.84146,0.8556,0.89199,0.9289,0.97532,1.02529,1.0426,1.07181,1.09245,1.12674,1.16238,1.19285,1.21681,1.23111,1.19773,1.23814,1.26945,1.29114,0.672579031,0.054018062,0.057396193,0.060774324,0.064152455,0.067530586,0.070908717,0.074286848,0.077664979,0.083154377,0.088643776,0.094133174,0.099622573,0.105111972,0.11060137,0.116090769,0.121580167,0.127069566,0.132558964,0.138048363,0.143537761,0.14902716,0.154516559,0.160005957,0.165495356,0.170984754,0.176474153,0.181963551
152,Chile,0.04939,0.04898,0.04656,0.04772,0.0423,0.04374,0.04755,0.0511,0.05553,0.06005,0.0629,0.0564,0.05426,0.05859,0.06277,0.06628,0.07065,0.07581,0.08382,0.08692,0.09384,0.10537,0.11273,0.11916,0.13182,0.1416,0.1517,0.15791,0.15705,0.16509,0.17048,0.17507,0.18167,0.19442,0.20643,0.21818,0.22944,0.237,0.23454,0.24806,0.26254,0.27667,0.14412259,0.011575179,0.012299057,0.013022935,0.013746813,0.01447069,0.015194568,0.015918446,0.016642324,0.017818611,0.018994899,0.020171186,0.021347474,0.022523761,0.023700049,0.024876336,0.026052624,0.027228911,0.028405199,0.029581487,0.030757774,0.031934062,0.033110349,0.034286637,0.035462924,0.036639212,0.037815499,0.038991787
484,Mexico,0.39375,0.42717,0.46309,0.49139,0.51896,0.54096,0.55958,0.60575,0.6612,0.71624,0.77923,0.77372,0.74048,0.76714,0.7884,0.75881,0.77289,0.78251,0.81537,0.85669,0.89286,0.92526,0.94331,0.98496,0.92422,0.97185,1.03766,1.08986,1.1308,1.20533,1.20494,1.21424,1.23112,1.28295,1.32241,1.38821,1.43298,1.45276,1.38384,1.45579,1.51169,1.5712,0.818467535,0.06573507,0.069845949,0.073956827,0.078067705,0.082178584,0.086289462,0.09040034,0.094511219,0.101191318,0.107871417,0.114551516,0.121231615,0.127911713,0.134591812,0.141271911,0.14795201,0.154632109,0.161312208,0.167992307,0.174672406,0.181352505,0.188032604,0.194712703,0.201392802,0.208072901,0.214753,0.221433099
840,United States,4.4827,4.71801,4.98423,4.95847,4.94863,5.21522,5.45559,5.75897,5.94185,5.92732,6.08112,5.96494,6.24128,6.69433,6.97812,7.22319,7.47322,7.78736,8.07401,8.22892,8.22294,8.51529,8.74903,9.10218,9.34964,9.70454,10.14,10.5912,11.1045,11.5588,11.6684,11.8757,12.2071,12.6708,13.0954,13.4446,13.6852,13.6455,13.2631,13.5956,13.8468,14.2316,15.74815,17.2647,17.74612857,18.22755714,18.70898571,19.19041429,19.67184286,20.15327143,20.6347,21.10952105,21.58434211,22.05916316,22.53398421,23.00880526,23.48362632,23.95844737,24.43326842,24.90808947,25.38291053,25.85773158,26.33255263,26.80737368,27.28219474,27.75701579,28.23183684,28.70665789,29.18147895,29.6563
36,Australia,0.24656,0.25296,0.26333,0.26684,0.27375,0.28362,0.28617,0.29777,0.30686,0.31716,0.3277,0.32038,0.33521,0.35281,0.36668,0.37568,0.39662,0.41234,0.42945,0.42892,0.43028,0.44808,0.46617,0.48357,0.50265,0.52248,0.54563,0.57293,0.59514,0.60659,0.63006,0.64945,0.67646,0.69823,0.71906,0.74616,0.77375,0.78724,0.80269,0.82066,0.85033,0.87242,0.965015751,1.057611502,1.097081452,1.136551402,1.176021352,1.215491302,1.254961252,1.294431202,1.333901152,1.370330414,1.406759676,1.443188938,1.4796182,1.516047462,1.552476725,1.588905987,1.625335249,1.661764511,1.698193773,1.734623035,1.771052297,1.807481559,1.843910821,1.880340083,1.916769345,1.953198608,1.98962787,2.026057132
392,Japan,1.4092,1.52777,1.65049,1.63026,1.68066,1.74747,1.82419,1.92036,2.02567,2.08275,2.16974,2.24301,2.31166,2.41485,2.56779,2.64049,2.74894,2.9454,3.10357,3.27652,3.38544,3.41317,3.41901,3.44853,3.51551,3.60727,3.66483,3.59142,3.58426,3.66517,3.6782,3.68885,3.75101,3.83956,3.88958,3.95543,4.04214,4.00004,3.77895,3.95475,3.93685,3.99381,4.378035,4.76226,4.812041429,4.861822857,4.911604286,4.961385714,5.011167143,5.060948571,5.11073,5.162652105,5.214574211,5.266496316,5.318418421,5.370340526,5.422262632,5.474184737,5.526106842,5.578028947,5.629951053,5.681873158,5.733795263,5.785717368,5.837639474,5.889561579,5.941483684,5.993405789,6.045327895,6.09725
410,Korea,0.08659,0.09222,0.10586,0.11579,0.12429,0.14101,0.15768,0.17391,0.18851,0.18494,0.19863,0.2151,0.24131,0.2651,0.2849,0.31977,0.359,0.40086,0.42792,0.46771,0.51314,0.54272,0.57707,0.62769,0.68375,0.73288,0.77515,0.73086,0.80928,0.88048,0.91547,0.98092,1.00841,1.05499,1.09674,1.15354,1.21244,1.2403,1.24426,1.32291,1.37162,1.39965,1.548204186,1.696758372,1.760081216,1.82340406,1.886726904,1.950049748,2.013372592,2.076695436,2.14001828,2.198462855,2.256907431,2.315352006,2.373796582,2.432241158,2.490685733,2.549130309,2.607574885,2.66601946,2.724464036,2.782908612,2.841353187,2.899797763,2.958242339,3.016686914,3.07513149,3.133576065,3.192020641,3.250465217
554,New Zealand,0.04475,0.04704,0.05071,0.05374,0.05281,0.0533,0.05121,0.05136,0.0525,0.05316,0.05563,0.05614,0.05808,0.06086,0.06185,0.06351,0.06419,0.06406,0.06417,0.0643,0.06358,0.06425,0.06837,0.07191,0.07513,0.07786,0.07942,0.07986,0.08428,0.08658,0.08964,0.09395,0.09812,0.10172,0.10529,0.10823,0.11135,0.10921,0.10909,0.11107,0.11374,0.11636,0.128710063,0.141060125,0.146324474,0.151588823,0.156853172,0.162117521,0.16738187,0.172646219,0.177910568,0.182769362,0.187628156,0.19248695,0.197345744,0.202204538,0.207063332,0.211922125,0.216780919,0.221639713,0.226498507,0.231357301,0.236216095,0.241074888,0.245933682,0.250792476,0.25565127,0.260510064,0.265368858,0.270227652
233,Estonia,0.008393504,0.008787938,0.009573937,0.010098893,0.010493328,0.011148805,0.011673761,0.012195849,0.012590283,0.012804326,0.013073203,0.013451087,0.013881489,0.014075838,0.014230633,0.014828352,0.015021101,0.015246397,0.015688549,0.01623,0.01493,0.01178,0.0111,0.01092,0.0114,0.01208,0.01349,0.01441,0.01437,0.01577,0.01676,0.01786,0.01924,0.02046,0.02228,0.02452,0.02636,0.02527,0.02171,0.02226,0.02439,0.02535,0.012804504,0.000259008,0.000275206,0.000291404,0.000307601,0.000323799,0.000339997,0.000356194,0.000372392,0.000398713,0.000425034,0.000451354,0.000477675,0.000503996,0.000530317,0.000556638,0.000582959,0.000609279,0.0006356,0.000661921,0.000688242,0.000714563,0.000740884,0.000767204,0.000793525,0.000819846,0.000846167,0.000872488
40,Austria,0.11532,0.12248,0.12847,0.13353,0.13305,0.13914,0.14621,0.1459,0.15372,0.15638,0.15615,0.15929,0.16403,0.16411,0.16821,0.17208,0.17442,0.18017,0.18717,0.19531,0.20203,0.20626,0.20734,0.21232,0.21799,0.22337,0.22852,0.23717,0.24557,0.25457,0.25676,0.26111,0.26337,0.27019,0.27667,0.28683,0.29746,0.30173,0.2902,0.29533,0.3037,0.30634,0.154734983,0.003129966,0.003325705,0.003521444,0.003717183,0.003912922,0.004108661,0.0043044,0.004500139,0.004818211,0.005136283,0.005454355,0.005772427,0.006090499,0.006408571,0.006726643,0.007044715,0.007362787,0.007680859,0.007998931,0.008317003,0.008635075,0.008953147,0.009271219,0.009589291,0.009907363,0.010225435,0.010543507
56,Belgium,0.15269,0.16071,0.17055,0.17772,0.17536,0.18527,0.18643,0.19173,0.19622,0.20501,0.20443,0.20565,0.20629,0.21138,0.21487,0.21879,0.22383,0.23441,0.24254,0.25015,0.25473,0.25863,0.25614,0.26441,0.27071,0.27457,0.28483,0.29032,0.3006,0.31163,0.31415,0.31842,0.32099,0.3315,0.3373,0.34629,0.35628,0.35979,0.34971,0.35789,0.36417,0.36364,0.183677709,0.003715417,0.003947769,0.00418012,0.004412471,0.004644823,0.004877174,0.005109525,0.005341876,0.005719443,0.006097009,0.006474576,0.006852142,0.007229709,0.007607275,0.007984841,0.008362408,0.008739974,0.009117541,0.009495107,0.009872674,0.01025024,0.010627806,0.011005373,0.011382939,0.011760506,0.012138072,0.012515639
203,Czech Republic,0.11718,0.12139,0.12545,0.12985,0.13368,0.13661,0.14181,0.14407,0.14529,0.1488,0.14791,0.15038,0.15218,0.15533,0.15628,0.15953,0.16044,0.16373,0.17114,0.16906,0.14943,0.14867,0.14876,0.15309,0.16262,0.17,0.16855,0.16815,0.17097,0.17813,0.18365,0.18759,0.19466,0.20389,0.21766,0.23294,0.2463,0.25393,0.24249,0.24847,0.25299,0.25041,0.126484256,0.002558513,0.002718515,0.002878517,0.003038519,0.003198521,0.003358522,0.003518524,0.003678526,0.003938526,0.004198526,0.004458526,0.004718526,0.004978526,0.005238526,0.005498526,0.005758526,0.006018526,0.006278526,0.006538526,0.006798527,0.007058527,0.007318527,0.007578527,0.007838527,0.008098527,0.008358527,0.008618527
208,Denmark,0.08787,0.09153,0.09497,0.0942,0.09305,0.09872,0.10067,0.10296,0.10703,0.10651,0.10556,0.10948,0.11239,0.11707,0.12178,0.12781,0.12818,0.12799,0.12873,0.1308,0.1325,0.13512,0.13499,0.14245,0.14682,0.15098,0.15581,0.15918,0.16325,0.16901,0.1702,0.171,0.17165,0.1756,0.17989,0.186,0.18894,0.18746,0.17684,0.17929,0.18121,0.18056,0.091202417,0.001844835,0.001960205,0.002075576,0.002190947,0.002306317,0.002421688,0.002537058,0.002652429,0.002839904,0.003027379,0.003214854,0.003402329,0.003589804,0.003777279,0.003964753,0.004152228,0.004339703,0.004527178,0.004714653,0.004902128,0.005089603,0.005277078,0.005464553,0.005652028,0.005839503,0.006026978,0.006214453
246,Finland,0.06029,0.06495,0.06949,0.07174,0.07303,0.07328,0.07346,0.0756,0.08099,0.08535,0.08645,0.08909,0.09178,0.09463,0.09776,0.10034,0.10384,0.10926,0.11481,0.11539,0.10847,0.10469,0.10384,0.10763,0.1119,0.11589,0.12308,0.12928,0.13433,0.14148,0.14471,0.14737,0.15033,0.15653,0.1611,0.1682,0.17718,0.1777,0.16252,0.16799,0.17274,0.17099,0.086368528,0.001747055,0.001856311,0.001965567,0.002074823,0.002184078,0.002293334,0.00240259,0.002511845,0.002689384,0.002866922,0.003044461,0.003221999,0.003399538,0.003577076,0.003754615,0.003932153,0.004109691,0.00428723,0.004464768,0.004642307,0.004819845,0.004997384,0.005174922,0.005352461,0.005529999,0.005707538,0.005885076
250,France,0.82046,0.85769,0.91439,0.95729,0.94653,0.98805,1.02335,1.06322,1.09989,1.11789,1.12884,1.15613,1.17037,1.18786,1.20699,1.23422,1.2637,1.32268,1.37807,1.41418,1.42888,1.45,1.44032,1.47269,1.50284,1.51888,1.55205,1.60449,1.65731,1.7183,1.74984,1.76609,1.78198,1.82732,1.8607,1.9066,1.95017,1.9486,1.88727,1.91983,1.95874,1.95901,0.989512892,0.020015784,0.021267512,0.022519241,0.023770969,0.025022698,0.026274426,0.027526154,0.028777883,0.030811918,0.032845952,0.034879987,0.036914022,0.038948057,0.040982091,0.043016126,0.045050161,0.047084196,0.049118231,0.051152265,0.0531863,0.055220335,0.05725437,0.059288404,0.061322439,0.063356474,0.065390509,0.067424544
276,Germany,1.26624,1.3207,1.38379,1.39611,1.38401,1.45251,1.50113,1.54629,1.61046,1.63315,1.6418,1.63531,1.66103,1.70792,1.74768,1.78765,1.81272,1.87992,1.95317,2.05581,2.16083,2.20214,2.18007,2.23396,2.27142,2.28938,2.32916,2.37252,2.41691,2.49081,2.52853,2.52879,2.5193,2.54855,2.566,2.66094,2.74793,2.77769,2.63477,2.74049,2.83184,2.85134,1.440236492,0.029132983,0.030954875,0.032776766,0.034598657,0.036420548,0.03824244,0.040064331,0.041886222,0.044846761,0.047807299,0.050767838,0.053728377,0.056688915,0.059649454,0.062609992,0.065570531,0.06853107,0.071491608,0.074452147,0.077412685,0.080373224,0.083333763,0.086294301,0.08925484,0.092215378,0.095175917,0.098136456
300,Greece,0.11306,0.12454,0.13462,0.12595,0.13397,0.14315,0.14736,0.15804,0.16323,0.16434,0.16178,0.15995,0.15822,0.16141,0.16546,0.16631,0.16256,0.16953,0.17597,0.17597,0.18142,0.18269,0.17977,0.18337,0.18722,0.19163,0.1986,0.20528,0.2123,0.22181,0.23112,0.23907,0.25327,0.26434,0.27036,0.28525,0.29534,0.29471,0.28546,0.27135,0.25207,0.23449,0.118442927,0.002395854,0.002545683,0.002695513,0.002845343,0.002995172,0.003145002,0.003294832,0.003444661,0.003688132,0.003931602,0.004175072,0.004418543,0.004662013,0.004905483,0.005148954,0.005392424,0.005635894,0.005879365,0.006122835,0.006366305,0.006609776,0.006853246,0.007096716,0.007340187,0.007583657,0.007827127,0.008070598
348,Hungary,0.07955,0.08763,0.09488,0.09904,0.10197,0.10582,0.11379,0.11332,0.12194,0.12153,0.12502,0.12857,0.1295,0.13294,0.13261,0.13464,0.14009,0.14,0.14103,0.1361,0.11992,0.11624,0.11557,0.11898,0.12075,0.12095,0.12473,0.12981,0.13396,0.13962,0.1448,0.15133,0.15716,0.16469,0.17122,0.17789,0.17809,0.17968,0.16752,0.16928,0.17194,0.16908,0.08540377,0.00172754,0.001835576,0.001943611,0.002051646,0.002159682,0.002267717,0.002375752,0.002483787,0.002659343,0.002834898,0.003010453,0.003186009,0.003361564,0.003537119,0.003712675,0.00388823,0.004063785,0.00423934,0.004414896,0.004590451,0.004766006,0.004941562,0.005117117,0.005292672,0.005468228,0.005643783,0.005819338
352,Iceland,0.00305,0.00324,0.00346,0.00365,0.00368,0.0039,0.00424,0.0045,0.00471,0.00498,0.0052,0.00531,0.00519,0.00541,0.00559,0.00594,0.00645,0.00644,0.00646,0.00653,0.00652,0.0063,0.00638,0.00661,0.00662,0.00693,0.00728,0.00773,0.00805,0.0084,0.00873,0.00874,0.00895,0.00966,0.01035,0.01084,0.01149,0.01163,0.01086,0.01042,0.01069,0.01085,0.005480429,0.000110858,0.00011779,0.000124723,0.000131656,0.000138589,0.000145521,0.000152454,0.000159387,0.000170652,0.000181918,0.000193183,0.000204449,0.000215714,0.00022698,0.000238245,0.000249511,0.000260776,0.000272042,0.000283307,0.000294573,0.000305838,0.000317104,0.00032837,0.000339635,0.000350901,0.000362166,0.000373432
372,Ireland,0.02832,0.03016,0.03159,0.03293,0.03479,0.03528,0.03818,0.04092,0.04218,0.04348,0.04492,0.04595,0.04584,0.04783,0.04931,0.0491,0.05139,0.05407,0.05721,0.06205,0.06325,0.06537,0.06713,0.07099,0.07783,0.08538,0.095,0.10349,0.11484,0.12707,0.13341,0.14063,0.14588,0.152,0.16125,0.17012,0.17858,0.17472,0.16357,0.16183,0.16534,0.1656,0.083645992,0.001691984,0.001797796,0.001903608,0.002009419,0.002115231,0.002221043,0.002326854,0.002432666,0.002604608,0.00277655,0.002948492,0.003120434,0.003292376,0.003464318,0.00363626,0.003808202,0.003980144,0.004152087,0.004324029,0.004495971,0.004667913,0.004839855,0.005011797,0.005183739,0.005355681,0.005527623,0.005699565
376,Israel,0.03931,0.04409,0.04655,0.04957,0.05117,0.05134,0.05187,0.05475,0.05815,0.05912,0.06228,0.06358,0.06571,0.06633,0.069,0.07189,0.07703,0.07927,0.07972,0.08556,0.09217,0.09932,0.10341,0.11109,0.11842,0.12485,0.12883,0.1343,0.13872,0.15073,0.15046,0.15036,0.15258,0.16005,0.16792,0.17766,0.18996,0.19842,0.20089,0.21227,0.22198,0.22942,0.115882026,0.002344052,0.002490642,0.002637232,0.002783822,0.002930412,0.003077003,0.003223593,0.003370183,0.003608389,0.003846595,0.004084801,0.004323007,0.004561214,0.00479942,0.005037626,0.005275832,0.005514038,0.005752244,0.005990451,0.006228657,0.006466863,0.006705069,0.006943275,0.007181481,0.007419688,0.007657894,0.0078961
380,Italy,0.74441,0.77188,0.82689,0.87237,0.85413,0.91499,0.93842,0.96883,1.02656,1.06177,1.07074,1.07516,1.08774,1.12282,1.15424,1.18725,1.22515,1.27654,1.31979,1.346,1.36671,1.37811,1.36636,1.39575,1.43604,1.45233,1.47943,1.50086,1.52264,1.57827,1.60767,1.61492,1.61417,1.64211,1.6574,1.69385,1.72235,1.70244,1.6089,1.63663,1.64398,1.60506,0.810729686,0.016399372,0.017424941,0.01845051,0.019476078,0.020501647,0.021527215,0.022552784,0.023578353,0.025244882,0.026911411,0.028577941,0.03024447,0.031911,0.033577529,0.035244059,0.036910588,0.038577118,0.040243647,0.041910177,0.043576706,0.045243235,0.046909765,0.048576294,0.050242824,0.051909353,0.053575883,0.055242412
442,Luxembourg,0.008,0.00853,0.00924,0.00962,0.00899,0.00922,0.00937,0.00975,0.00998,0.01006,0.01,0.01012,0.01042,0.01106,0.01137,0.01251,0.013,0.0141,0.01548,0.01631,0.01772,0.01804,0.0188,0.01952,0.0198,0.0201,0.02129,0.02267,0.02458,0.02665,0.02733,0.02844,0.02892,0.03018,0.03177,0.03333,0.03553,0.03527,0.03331,0.03434,0.035,0.03494,0.017648496,0.000356992,0.000379318,0.000401643,0.000423968,0.000446293,0.000468619,0.000490944,0.000513269,0.000549547,0.000585825,0.000622103,0.000658381,0.00069466,0.000730938,0.000767216,0.000803494,0.000839772,0.00087605,0.000912328,0.000948606,0.000984884,0.001021163,0.001057441,0.001093719,0.001129997,0.001166275,0.001202553
528,Netherlands and Netherlands Antilles,0.24279,0.24887,0.26327,0.27447,0.27481,0.28796,0.2935,0.30034,0.30641,0.31637,0.3139,0.31,0.31641,0.3261,0.33452,0.34384,0.35048,0.36254,0.37857,0.3944,0.40402,0.41091,0.41608,0.4284,0.44175,0.4568,0.47634,0.49503,0.51822,0.53864,0.54902,0.54943,0.55128,0.56361,0.57514,0.59467,0.61798,0.62914,0.60605,0.61531,0.62113,0.61341,0.309838696,0.006267391,0.006659335,0.00705128,0.007443224,0.007835168,0.008227112,0.008619057,0.009011001,0.009647903,0.010284805,0.010921707,0.011558609,0.012195511,0.012832413,0.013469315,0.014106217,0.014743118,0.01538002,0.016016922,0.016653824,0.017290726,0.017927628,0.01856453,0.019201432,0.019838334,0.020475236,0.021112138
578,Norway,0.07155,0.07532,0.07869,0.0817,0.0858,0.09077,0.09453,0.09817,0.10245,0.10707,0.10872,0.10886,0.11307,0.11973,0.12614,0.13124,0.13357,0.13334,0.13467,0.13727,0.14153,0.14652,0.1506,0.15821,0.16483,0.17323,0.18258,0.18747,0.19127,0.19749,0.20143,0.20445,0.20646,0.21463,0.22019,0.22525,0.23123,0.23138,0.2276,0.22869,0.23176,0.23847,0.120453259,0.002436518,0.002588891,0.002741264,0.002893637,0.003046009,0.003198382,0.003350755,0.003503127,0.00375073,0.003998333,0.004245936,0.004493538,0.004741141,0.004988744,0.005236347,0.005483949,0.005731552,0.005979155,0.006226758,0.006474361,0.006721963,0.006969566,0.007217169,0.007464772,0.007712374,0.007959977,0.00820758
616,Poland,0.23536,0.2526,0.27131,0.2873,0.30106,0.30851,0.31442,0.32604,0.31258,0.31398,0.28266,0.26918,0.28413,0.30021,0.31672,0.33024,0.33543,0.34873,0.34973,0.31183,0.28995,0.29724,0.30835,0.32467,0.34725,0.36891,0.39505,0.41473,0.4335,0.45196,0.45741,0.46401,0.48196,0.50771,0.52608,0.55884,0.59676,0.62735,0.63757,0.66227,0.69221,0.70563,0.356419815,0.00720963,0.007660499,0.008111368,0.008562238,0.009013107,0.009463976,0.009914845,0.010365714,0.011098368,0.011831021,0.012563675,0.013296329,0.014028983,0.014761636,0.01549429,0.016226944,0.016959597,0.017692251,0.018424905,0.019157559,0.019890212,0.020622866,0.02135552,0.022088174,0.022820827,0.023553481,0.024286135
620,Portugal,0.0787,0.08501,0.09453,0.09561,0.09145,0.09776,0.10324,0.10615,0.11213,0.11728,0.11918,0.12172,0.12151,0.11923,0.12257,0.12765,0.13579,0.14596,0.15536,0.1615,0.16856,0.17039,0.16691,0.16852,0.17574,0.18222,0.19025,0.20003,0.20818,0.21633,0.2206,0.22229,0.22026,0.2237,0.22543,0.2287,0.23411,0.23409,0.22728,0.23168,0.22878,0.22139,0.111826004,0.002262007,0.002403466,0.002544926,0.002686385,0.002827844,0.002969303,0.003110763,0.003252222,0.003482091,0.003711959,0.003941828,0.004171697,0.004401565,0.004631434,0.004861302,0.005091171,0.00532104,0.005550908,0.005780777,0.006010646,0.006240514,0.006470383,0.006700252,0.00693012,0.007159989,0.007389857,0.007619726
703,Slovak Republic,0.04321,0.04477,0.04627,0.04789,0.0493,0.05038,0.0523,0.05314,0.05359,0.05488,0.05456,0.05547,0.05614,0.0573,0.05931,0.06178,0.0633,0.06453,0.06531,0.06356,0.0543,0.05065,0.05161,0.05482,0.05802,0.06205,0.0648,0.06763,0.06765,0.06858,0.07097,0.07422,0.07776,0.0817,0.08713,0.09441,0.10431,0.11031,0.10487,0.10951,0.11277,0.11481,0.057991524,0.001173048,0.001246407,0.001319766,0.001393125,0.001466484,0.001539842,0.001613201,0.00168656,0.001805767,0.001924974,0.002044181,0.002163388,0.002282595,0.002401802,0.002521009,0.002640216,0.002759423,0.00287863,0.002997836,0.003117043,0.00323625,0.003355457,0.003474664,0.003593871,0.003713078,0.003832285,0.003951492
705,Slovenia,,,,,,,,,,,,,,,,0.02894,0.02867,0.02791,0.02807,0.03273,0.02982,0.02819,0.02899,0.03054,0.03179,0.03295,0.03458,0.0358,0.03771,0.03931,0.04047,0.04202,0.04325,0.04515,0.04696,0.04971,0.05317,0.05497,0.0506,0.05124,0.0516,0.05029,0.025401914,0.000513828,0.000545961,0.000578094,0.000610228,0.000642361,0.000674494,0.000706627,0.000738761,0.000790977,0.000843193,0.000895409,0.000947625,0.000999841,0.001052057,0.001104273,0.001156489,0.001208705,0.00126092,0.001313136,0.001365352,0.001417568,0.001469784,0.001522,0.001574216,0.001626432,0.001678648,0.001730864
724,Spain,0.42159,0.45595,0.49146,0.51908,0.52189,0.53913,0.55444,0.56255,0.56278,0.57521,0.57445,0.58161,0.59191,0.60247,0.61646,0.63651,0.67182,0.70604,0.74012,0.76811,0.78767,0.79499,0.78679,0.80554,0.82775,0.84804,0.88093,0.92029,0.96385,1.0125,1.04966,1.07811,1.11141,1.14764,1.18876,1.23722,1.28027,1.29168,1.24218,1.23968,1.2403,1.21994,0.616202244,0.012464487,0.01324398,0.014023472,0.014802965,0.015582457,0.01636195,0.017141442,0.017920935,0.019187595,0.020454256,0.021720916,0.022987576,0.024254237,0.025520897,0.026787557,0.028054218,0.029320878,0.030587539,0.031854199,0.033120859,0.03438752,0.03565418,0.036920841,0.038187501,0.039454161,0.040720822,0.041987482
752,Sweden,0.1407,0.14392,0.14963,0.15441,0.15836,0.16003,0.15748,0.16023,0.16639,0.16922,0.16999,0.17211,0.17538,0.1828,0.18675,0.19177,0.1982,0.20328,0.20867,0.21025,0.20784,0.20543,0.20119,0.20926,0.2175,0.22101,0.22699,0.23654,0.24756,0.25858,0.26185,0.26835,0.27462,0.28625,0.29529,0.30798,0.31819,0.31624,0.30034,0.32003,0.32942,0.33248,0.167938523,0.003397046,0.003609488,0.003821929,0.00403437,0.004246812,0.004459253,0.004671694,0.004884136,0.005229349,0.005574562,0.005919775,0.006264988,0.006610201,0.006955414,0.007300627,0.00764584,0.007991053,0.008336266,0.00868148,0.009026693,0.009371906,0.009717119,0.010062332,0.010407545,0.010752758,0.011097971,0.011443184
756,Switzerland,0.17061,0.17607,0.18144,0.18408,0.17067,0.16828,0.17237,0.17308,0.17739,0.18555,0.18853,0.18606,0.18725,0.19288,0.19997,0.20368,0.20691,0.21369,0.22295,0.23114,0.22902,0.22892,0.22863,0.23154,0.23265,0.23378,0.23855,0.24508,0.2485,0.25762,0.26082,0.26131,0.26136,0.26769,0.2749,0.28522,0.29618,0.30259,0.29673,0.3055,0.31097,0.31423,0.15872029,0.003210581,0.003411361,0.003612141,0.003812922,0.004013702,0.004214482,0.004415263,0.004616043,0.004942307,0.005268571,0.005594835,0.005921099,0.006247364,0.006573628,0.006899892,0.007226156,0.00755242,0.007878684,0.008204949,0.008531213,0.008857477,0.009183741,0.009510005,0.009836269,0.010162534,0.010488798,0.010815062
792,Turkey,0.18604,0.19986,0.20638,0.21792,0.23355,0.25799,0.26677,0.27079,0.2691,0.26252,0.27526,0.28507,0.29923,0.31932,0.33286,0.35621,0.39,0.39827,0.39927,0.43622,0.44026,0.46661,0.50413,0.47663,0.51091,0.5467,0.58786,0.60603,0.58564,0.62531,0.58968,0.62603,0.65899,0.72069,0.78124,0.8351,0.87409,0.87984,0.83738,0.91406,0.99425,1.0154,0.512887321,0.010374642,0.011023442,0.011672241,0.012321041,0.01296984,0.01361864,0.01426744,0.014916239,0.015970526,0.017024814,0.018079101,0.019133388,0.020187675,0.021241962,0.022296249,0.023350536,0.024404823,0.02545911,0.026513397,0.027567684,0.028621971,0.029676258,0.030730545,0.031784833,0.03283912,0.033893407,0.034947694
826,United Kingdom,0.82716,0.85709,0.91919,0.90462,0.89959,0.92452,0.94571,0.97734,1.00282,0.98173,0.96874,0.98902,1.02486,1.05223,1.09011,1.13385,1.18557,1.24523,1.27364,1.28357,1.26698,1.28338,1.32818,1.39397,1.44322,1.49361,1.55859,1.61418,1.66161,1.7341,1.77199,1.81266,1.88424,1.94403,2.00691,2.0622,2.13288,2.11647,2.00704,2.04035,2.06315,2.06888,1.045009179,0.021138358,0.022460289,0.02378222,0.025104151,0.026426082,0.027748013,0.029069944,0.030391875,0.032539987,0.0346881,0.036836212,0.038984325,0.041132437,0.04328055,0.045428662,0.047576775,0.049724887,0.051873,0.054021112,0.056169225,0.058317337,0.06046545,0.062613562,0.064761675,0.066909787,0.0690579,0.071206012
