numcode,country,Population1971,Population1972,Population1973,Population1974,Population1975,Population1976,Population1977,Population1978,Population1979,Population1980,Population1981,Population1982,Population1983,Population1984,Population1985,Population1986,Population1987,Population1988,Population1989,Population1990,Population1991,Population1992,Population1993,Population1994,Population1995,Population1996,Population1997,Population1998,Population1999,Population2000,Population2001,Population2002,Population2003,Population2004,Population2005,Population2006,Population2007,Population2008,Population2009,Population2010,Population2011,Population2012,Population2013,Population2014,Population2015,Population2016,Population2017,Population2018,Population2019,Population2020,Population2021,Population2022,Population2023,Population2024,Population2025,Population2026,Population2027,Population2028,Population2029,Population2030,Population2031,Population2032,Population2033,Population2034,Population2035,Population2036,Population2037,Population2038,Population2039,Population2040
12,Algeria,15.1,15.51,15.94,16.38,16.83,17.31,17.81,18.33,18.89,19.48,20.1,20.77,21.45,22.15,22.85,23.54,24.23,24.91,25.58,26.24,26.89,27.54,28.16,28.75,29.32,29.85,30.35,30.82,31.28,31.72,32.15,32.57,33,33.46,33.96,34.51,35.1,35.73,36.38,37.06,37.76,38.48,40.24379755,42.0075951,43.77139265,45.5351902,47.29898776,49.06278531,50.82658286,52.59038041,54.35417796,56.11797551,57.88177306,59.64557061,61.40936816,63.17316571,64.93696327,66.70076082,68.46455837,70.22835592,71.99215347,73.75595102,75.51974857,77.28354612,79.04734367,80.81114122,82.57493878,84.33873633,86.10253388,87.86633143
24,Angola,6.05,6.18,6.32,6.48,6.64,6.81,6.99,7.18,7.4,7.64,7.9,8.19,8.49,8.79,9.06,9.32,9.56,9.8,10.05,10.33,10.65,11,11.37,11.74,12.11,12.45,12.79,13.14,13.51,13.93,14.39,14.89,15.42,15.98,16.54,17.12,17.71,18.31,18.93,19.55,20.18,20.82,21.77432082,22.72864163,23.68296245,24.63728327,25.59160408,26.5459249,27.50024571,28.45456653,29.40888735,30.36320816,31.31752898,32.2718498,33.22617061,34.18049143,35.13481224,36.08913306,37.04345388,37.99777469,38.95209551,39.90641633,40.86073714,41.81505796,42.76937878,43.72369959,44.67802041,45.63234122,46.58666204,47.54098286
204,Benin,2.97,3.04,3.11,3.19,3.26,3.35,3.43,3.52,3.62,3.72,3.82,3.93,4.05,4.16,4.29,4.41,4.55,4.69,4.84,5,5.18,5.38,5.58,5.79,5.99,6.18,6.36,6.55,6.74,6.95,7.18,7.42,7.67,7.92,8.18,8.44,8.71,8.97,9.24,9.51,9.78,10.05,10.51065918,10.97131837,11.43197755,11.89263673,12.35329592,12.8139551,13.27461429,13.73527347,14.19593265,14.65659184,15.11725102,15.5779102,16.03856939,16.49922857,16.95988776,17.42054694,17.88120612,18.34186531,18.80252449,19.26318367,19.72384286,20.18450204,20.64516122,21.10582041,21.56647959,22.02713878,22.48779796,22.94845714
72,Botswana,0,0,0,0,0,0,0,0,0,0,1.03,1.07,1.11,1.15,1.19,1.22,1.26,1.3,1.34,1.38,1.43,1.47,1.51,1.55,1.58,1.62,1.66,1.69,1.73,1.76,1.78,1.81,1.83,1.86,1.88,1.9,1.92,1.93,1.95,1.97,1.99,2,2.091673469,2.183346939,2.275020408,2.366693878,2.458367347,2.550040816,2.641714286,2.733387755,2.825061224,2.916734694,3.008408163,3.100081633,3.191755102,3.283428571,3.375102041,3.46677551,3.55844898,3.650122449,3.741795918,3.833469388,3.925142857,4.016816327,4.108489796,4.200163265,4.291836735,4.383510204,4.475183673,4.566857143
120,Cameroon,6.95,7.13,7.33,7.53,7.74,7.96,8.19,8.43,8.67,8.93,9.2,9.48,9.77,10.07,10.38,10.7,11.03,11.37,11.72,12.07,12.43,12.8,13.17,13.55,13.93,14.32,14.71,15.11,15.51,15.93,16.35,16.78,17.22,17.68,18.14,18.61,19.1,19.6,20.1,20.62,21.16,21.7,22.69465714,23.68931429,24.68397143,25.67862857,26.67328571,27.66794286,28.6626,29.65725714,30.65191429,31.64657143,32.64122857,33.63588571,34.63054286,35.6252,36.61985714,37.61451429,38.60917143,39.60382857,40.59848571,41.59314286,42.5878,43.58245714,44.57711429,45.57177143,46.56642857,47.56108571,48.55574286,49.5504
178,Congo,1.38,1.42,1.46,1.51,1.55,1.6,1.65,1.7,1.75,1.8,1.85,1.91,1.96,2.02,2.08,2.14,2.2,2.26,2.32,2.38,2.45,2.51,2.58,2.65,2.72,2.8,2.88,2.96,3.04,3.13,3.21,3.28,3.36,3.45,3.54,3.65,3.76,3.88,4,4.11,4.23,4.34,4.538931429,4.737862857,4.936794286,5.135725714,5.334657143,5.533588571,5.73252,5.931451429,6.130382857,6.329314286,6.528245714,6.727177143,6.926108571,7.12504,7.323971429,7.522902857,7.721834286,7.920765714,8.119697143,8.318628571,8.51756,8.716491429,8.915422857,9.114354286,9.313285714,9.512217143,9.711148571,9.91008
384,Côte d'Ivoire,5.49,5.75,6.02,6.31,6.61,6.92,7.24,7.57,7.91,8.27,8.63,9.01,9.39,9.77,10.16,10.54,10.93,11.32,11.71,12.12,12.53,12.95,13.38,13.8,14.22,14.63,15.04,15.44,15.8,16.13,16.42,16.68,16.91,17.14,17.39,17.66,17.95,18.26,18.6,18.98,19.39,19.84,20.74940082,21.65880163,22.56820245,23.47760327,24.38700408,25.2964049,26.20580571,27.11520653,28.02460735,28.93400816,29.84340898,30.7528098,31.66221061,32.57161143,33.48101224,34.39041306,35.29981388,36.20921469,37.11861551,38.02801633,38.93741714,39.84681796,40.75621878,41.66561959,42.57502041,43.48442122,44.39382204,45.30322286
180,Democratic Republic of Congo,20.56,21.12,21.69,22.28,22.9,23.56,24.24,24.94,25.65,26.36,27.06,27.77,28.49,29.24,30.04,30.87,31.74,32.68,33.73,34.91,36.25,37.73,39.26,40.71,42.01,43.12,44.08,44.96,45.89,46.95,48.17,49.52,50.97,52.49,54.03,55.59,57.19,58.82,60.49,62.19,63.93,65.71,68.72193184,71.73386367,74.74579551,77.75772735,80.76965918,83.78159102,86.79352286,89.80545469,92.81738653,95.82931837,98.8412502,101.853182,104.8651139,107.8770457,110.8889776,113.9009094,116.9128412,119.9247731,122.9367049,125.9486367,128.9605686,131.9725004,134.9844322,137.9963641,141.0082959,144.0202278,147.0321596,150.0440914
818,Egypt,37.15,37.95,38.73,39.53,40.36,41.21,42.09,43.01,43.95,44.93,45.95,46.99,48.07,49.19,50.35,51.55,52.78,54.01,55.21,56.34,57.39,58.37,59.31,60.23,61.17,62.12,63.09,64.08,65.1,66.14,67.2,68.3,69.43,70.59,71.78,72.99,74.23,75.49,76.78,78.08,79.39,80.72,84.41994122,88.11988245,91.81982367,95.5197649,99.21970612,102.9196473,106.6195886,110.3195298,114.019471,117.7194122,121.4193535,125.1192947,128.8192359,132.5191771,136.2191184,139.9190596,143.6190008,147.318942,151.0188833,154.7188245,158.4187657,162.1187069,165.8186482,169.5185894,173.2185306,176.9184718,180.6184131,184.3183543
232,Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.35,3.37,3.41,3.47,3.56,3.67,3.8,3.94,4.1,4.28,4.47,4.67,4.85,5.04,5.21,5.38,5.56,5.74,5.93,6.13,6.410979184,6.691958367,6.972937551,7.253916735,7.534895918,7.815875102,8.096854286,8.377833469,8.658812653,8.939791837,9.22077102,9.501750204,9.782729388,10.06370857,10.34468776,10.62566694,10.90664612,11.18762531,11.46860449,11.74958367,12.03056286,12.31154204,12.59252122,12.87350041,13.15447959,13.43545878,13.71643796,13.99741714
231,Ethiopia,29.25,30.14,31.03,31.86,32.57,33.15,33.62,34.06,34.57,35.24,36.09,37.11,38.26,39.49,40.78,42.1,43.48,44.92,46.44,48.04,49.74,51.53,53.36,55.2,57.02,58.82,60.58,62.35,64.16,66.02,67.96,69.95,71.99,74.07,76.17,78.29,80.44,82.62,84.84,87.1,89.39,91.73,95.93460367,100.1392073,104.343811,108.5484147,112.7530184,116.957622,121.1622257,125.3668294,129.5714331,133.7760367,137.9806404,142.1852441,146.3898478,150.5944514,154.7990551,159.0036588,163.2082624,167.4128661,171.6174698,175.8220735,180.0266771,184.2312808,188.4358845,192.6404882,196.8450918,201.0496955,205.2542992,209.4589029
266,Gabon,0.6,0.61,0.62,0.64,0.65,0.66,0.68,0.69,0.71,0.73,0.75,0.76,0.78,0.8,0.83,0.85,0.87,0.9,0.92,0.95,0.97,1,1.03,1.05,1.08,1.11,1.14,1.17,1.2,1.23,1.26,1.29,1.32,1.35,1.38,1.41,1.45,1.48,1.52,1.56,1.59,1.63,1.704713878,1.779427755,1.854141633,1.92885551,2.003569388,2.078283265,2.152997143,2.22771102,2.302424898,2.377138776,2.451852653,2.526566531,2.601280408,2.675994286,2.750708163,2.825422041,2.900135918,2.974849796,3.049563673,3.124277551,3.198991429,3.273705306,3.348419184,3.423133061,3.497846939,3.572560816,3.647274694,3.721988571
288,Ghana,8.83,9.08,9.35,9.6,9.83,10.02,10.19,10.36,10.55,10.8,11.12,11.49,11.9,12.31,12.72,13.11,13.48,13.85,14.23,14.63,15.04,15.47,15.91,16.34,16.76,17.17,17.57,17.97,18.38,18.83,19.29,19.79,20.3,20.84,21.38,21.95,22.53,23.11,23.69,24.26,24.82,25.37,26.53287796,27.69575592,28.85863388,30.02151184,31.1843898,32.34726776,33.51014571,34.67302367,35.83590163,36.99877959,38.16165755,39.32453551,40.48741347,41.65029143,42.81316939,43.97604735,45.13892531,46.30180327,47.46468122,48.62755918,49.79043714,50.9533151,52.11619306,53.27907102,54.44194898,55.60482694,56.7677049,57.93058286
404,Kenya,11.66,12.08,12.53,13,13.49,14,14.53,15.08,15.66,16.27,16.9,17.56,18.24,18.94,19.66,20.39,21.14,21.9,22.67,23.45,24.24,25.04,25.84,26.64,27.42,28.19,28.94,29.7,30.48,31.29,32.13,33,33.91,34.84,35.79,36.76,37.75,38.77,39.83,40.91,42.03,43.18,45.1592302,47.13846041,49.11769061,51.09692082,53.07615102,55.05538122,57.03461143,59.01384163,60.99307184,62.97230204,64.95153224,66.93076245,68.90999265,70.88922286,72.86845306,74.84768327,76.82691347,78.80614367,80.78537388,82.76460408,84.74383429,86.72306449,88.70229469,90.6815249,92.6607551,94.63998531,96.61921551,98.59844571
434,Libya,2.16,2.25,2.34,2.43,2.53,2.63,2.74,2.84,2.96,3.08,3.21,3.34,3.48,3.61,3.74,3.86,3.96,4.06,4.16,4.26,4.36,4.46,4.56,4.65,4.75,4.84,4.92,5.01,5.09,5.18,5.26,5.34,5.42,5.51,5.59,5.69,5.78,5.88,5.96,6.04,6.1,6.16,6.442354286,6.724708571,7.007062857,7.289417143,7.571771429,7.854125714,8.13648,8.418834286,8.701188571,8.983542857,9.265897143,9.548251429,9.830605714,10.11296,10.39531429,10.67766857,10.96002286,11.24237714,11.52473143,11.80708571,12.08944,12.37179429,12.65414857,12.93650286,13.21885714,13.50121143,13.78356571,14.06592
480,Mauritius,0.84,0.85,0.87,0.88,0.89,0.91,0.92,0.94,0.95,0.97,0.98,0.99,1,1.01,1.02,1.03,1.03,1.04,1.05,1.06,1.07,1.08,1.1,1.11,1.12,1.13,1.15,1.16,1.18,1.19,1.2,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.28,1.28,1.29,1.29,1.349129388,1.408258776,1.467388163,1.526517551,1.585646939,1.644776327,1.703905714,1.763035102,1.82216449,1.881293878,1.940423265,1.999552653,2.058682041,2.117811429,2.176940816,2.236070204,2.295199592,2.35432898,2.413458367,2.472587755,2.531717143,2.590846531,2.649975918,2.709105306,2.768234694,2.827364082,2.886493469,2.945622857
504,Morocco,16.27,16.61,16.96,17.31,17.69,18.07,18.48,18.9,19.34,19.8,20.28,20.77,21.27,21.78,22.28,22.77,23.26,23.74,24.21,24.68,25.13,25.57,26,26.42,26.83,27.24,27.63,28.01,28.37,28.71,29.02,29.31,29.59,29.86,30.13,30.4,30.67,30.96,31.28,31.64,32.06,32.52,34.01061061,35.50122122,36.99183184,38.48244245,39.97305306,41.46366367,42.95427429,44.4448849,45.93549551,47.42610612,48.91671673,50.40732735,51.89793796,53.38854857,54.87915918,56.3697698,57.86038041,59.35099102,60.84160163,62.33221224,63.82282286,65.31343347,66.80404408,68.29465469,69.78526531,71.27587592,72.76648653,74.25709714
508,Mozambique,9.67,9.88,10.11,10.35,10.62,10.91,11.21,11.53,11.84,12.14,12.44,12.73,12.99,13.2,13.34,13.39,13.38,13.35,13.4,13.57,13.89,14.35,14.89,15.45,15.98,16.46,16.92,17.35,17.8,18.28,18.79,19.32,19.87,20.44,21.01,21.59,22.17,22.76,23.36,23.97,24.58,25.2,26.35508571,27.51017143,28.66525714,29.82034286,30.97542857,32.13051429,33.2856,34.44068571,35.59577143,36.75085714,37.90594286,39.06102857,40.21611429,41.3712,42.52628571,43.68137143,44.83645714,45.99154286,47.14662857,48.30171429,49.4568,50.61188571,51.76697143,52.92205714,54.07714286,55.23222857,56.38731429,57.5424
516,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1.51,1.56,1.61,1.65,1.71,1.76,1.81,1.86,1.9,1.93,1.96,1.98,2,2.03,2.05,2.08,2.11,2.14,2.18,2.22,2.26,2.36359102,2.467182041,2.570773061,2.674364082,2.777955102,2.881546122,2.985137143,3.088728163,3.192319184,3.295910204,3.399501224,3.503092245,3.606683265,3.710274286,3.813865306,3.917456327,4.021047347,4.124638367,4.228229388,4.331820408,4.435411429,4.539002449,4.642593469,4.74618449,4.84977551,4.953366531,5.056957551,5.160548571
566,Nigeria,57.45,58.83,60.29,61.86,63.57,65.43,67.43,69.51,71.62,73.7,75.73,77.73,79.73,81.78,83.9,86.12,88.41,90.77,93.18,95.62,98.09,100.59,103.15,105.75,108.43,111.17,113.98,116.87,119.83,122.88,126.01,129.23,132.55,136,139.59,143.32,147.19,151.21,155.38,159.71,164.19,168.83,176.5686159,184.3072318,192.0458478,199.7844637,207.5230796,215.2616955,223.0003114,230.7389273,238.4775433,246.2161592,253.9547751,261.693391,269.4320069,277.1706229,284.9092388,292.6478547,300.3864706,308.1250865,315.8637024,323.6023184,331.3409343,339.0795502,346.8181661,354.556782,362.295398,370.0340139,377.7726298,385.5112457
686,Senegal,4.35,4.49,4.63,4.77,4.9,5.03,5.16,5.29,5.43,5.57,5.72,5.89,6.06,6.25,6.44,6.64,6.85,7.06,7.29,7.51,7.75,7.99,8.24,8.48,8.71,8.94,9.16,9.39,9.62,9.86,10.12,10.39,10.67,10.97,11.27,11.58,11.91,12.24,12.59,12.95,13.33,13.73,14.35933837,14.98867673,15.6180151,16.24735347,16.87669184,17.5060302,18.13536857,18.76470694,19.39404531,20.02338367,20.65272204,21.28206041,21.91139878,22.54073714,23.17007551,23.79941388,24.42875224,25.05809061,25.68742898,26.31676735,26.94610571,27.57544408,28.20478245,28.83412082,29.46345918,30.09279755,30.72213592,31.35147429
710,South Africa,22.6,23.13,23.66,24.19,24.73,25.27,25.81,26.36,26.94,27.58,28.26,28.97,29.72,30.51,31.31,32.12,32.93,33.73,34.49,35.2,35.93,36.69,37.47,38.28,39.12,40,40.93,41.9,42.92,44,44.91,45.81,46.41,47.02,47.64,48.27,48.91,49.56,50.22,50.9,51.58,52.28,54.67634449,57.07268898,59.46903347,61.86537796,64.26172245,66.65806694,69.05441143,71.45075592,73.84710041,76.2434449,78.63978939,81.03613388,83.43247837,85.82882286,88.22516735,90.62151184,93.01785633,95.41420082,97.81054531,100.2068898,102.6032343,104.9995788,107.3959233,109.7922678,112.1886122,114.5849567,116.9813012,119.3776457
729,Sudan,14.3,14.74,15.2,15.68,16.19,16.73,17.29,17.87,18.48,19.12,19.79,20.48,21.18,21.87,22.54,23.19,23.8,24.42,25.07,25.77,26.54,27.36,28.22,29.1,29.96,30.82,31.68,32.55,33.45,34.38,35.36,36.37,37.42,38.51,39.63,40.77,41.96,43.16,44.37,45.59,46.81,48.03,50.23153837,52.43307673,54.6346151,56.83615347,59.03769184,61.2392302,63.44076857,65.64230694,67.84384531,70.04538367,72.24692204,74.44846041,76.64999878,78.85153714,81.05307551,83.25461388,85.45615224,87.65769061,89.85922898,92.06076735,94.26230571,96.46384408,98.66538245,100.8669208,103.0684592,105.2699976,107.4715359,109.6730743
768,Togo,2.19,2.25,2.3,2.36,2.41,2.46,2.52,2.58,2.64,2.72,2.81,2.92,3.03,3.14,3.25,3.36,3.47,3.58,3.69,3.79,3.89,3.99,4.08,4.18,4.28,4.39,4.5,4.62,4.74,4.87,4.99,5.12,5.26,5.4,5.54,5.69,5.84,5.99,6.14,6.31,6.47,6.64,6.944355918,7.248711837,7.553067755,7.857423673,8.161779592,8.46613551,8.770491429,9.074847347,9.379203265,9.683559184,9.987915102,10.29227102,10.59662694,10.90098286,11.20533878,11.50969469,11.81405061,12.11840653,12.42276245,12.72711837,13.03147429,13.3358302,13.64018612,13.94454204,14.24889796,14.55325388,14.8576098,15.16196571
788,Tunisia,5.21,5.29,5.39,5.49,5.61,5.74,5.89,6.05,6.22,6.38,6.56,6.73,6.91,7.04,7.26,7.49,7.69,7.86,7.96,8.15,8.32,8.49,8.66,8.82,8.96,9.09,9.22,9.33,9.46,9.56,9.67,9.78,9.84,9.93,10.03,10.13,10.23,10.33,10.44,10.55,10.67,10.78,11.27412,11.76824,12.26236,12.75648,13.2506,13.74472,14.23884,14.73296,15.22708,15.7212,16.21532,16.70944,17.20356,17.69768,18.1918,18.68592,19.18004,19.67416,20.16828,20.6624,21.15652,21.65064,22.14476,22.63888,23.133,23.62712,24.12124,24.61536
834,United Republic of Tanzania,14.05,14.51,14.98,15.48,15.98,16.49,17.02,17.56,18.11,18.69,19.28,19.9,20.53,21.18,21.85,22.53,23.22,23.93,24.69,25.49,26.34,27.24,28.16,29.07,29.94,30.78,31.59,32.38,33.18,34.02,34.9,35.81,36.76,37.77,38.82,39.94,41.12,42.35,43.64,44.97,46.36,47.78,49.97007918,52.16015837,54.35023755,56.54031673,58.73039592,60.9204751,63.11055429,65.30063347,67.49071265,69.68079184,71.87087102,74.0609502,76.25102939,78.44110857,80.63118776,82.82126694,85.01134612,87.20142531,89.39150449,91.58158367,93.77166286,95.96174204,98.15182122,100.3419004,102.5319796,104.7220588,106.912138,109.1022171
894,Zambia,4.33,4.48,4.64,4.8,4.96,5.13,5.3,5.48,5.66,5.85,6.04,6.24,6.44,6.64,6.84,7.04,7.24,7.45,7.65,7.85,8.04,8.23,8.42,8.63,8.84,9.07,9.32,9.58,9.84,10.1,10.36,10.63,10.9,11.18,11.47,11.78,12.11,12.46,12.83,13.22,13.63,14.08,14.72538122,15.37076245,16.01614367,16.6615249,17.30690612,17.95228735,18.59766857,19.2430498,19.88843102,20.53381224,21.17919347,21.82457469,22.46995592,23.11533714,23.76071837,24.40609959,25.05148082,25.69686204,26.34224327,26.98762449,27.63300571,28.27838694,28.92376816,29.56914939,30.21453061,30.85991184,31.50529306,32.15067429
716,Zimbabwe,5.39,5.57,5.77,5.97,6.17,6.37,6.58,6.8,7.03,7.29,7.57,7.88,8.2,8.53,8.86,9.19,9.53,9.85,10.17,10.46,10.73,10.98,11.21,11.43,11.64,11.85,12.05,12.23,12.39,12.5,12.59,12.64,12.67,12.69,12.71,12.72,12.74,12.78,12.89,13.08,13.36,13.72,14.34888,14.97776,15.60664,16.23552,16.8644,17.49328,18.12216,18.75104,19.37992,20.0088,20.63768,21.26656,21.89544,22.52432,23.1532,23.78208,24.41096,25.03984,25.66872,26.2976,26.92648,27.55536,28.18424,28.81312,29.442,30.07088,30.69976,31.32864
32,Argentina,24.37,24.79,25.22,25.65,26.07,26.48,26.89,27.29,27.7,28.12,28.55,28.99,29.44,29.89,30.34,30.8,31.26,31.71,32.17,32.63,33.08,33.52,33.96,34.4,34.83,35.26,35.69,36.11,36.52,36.9,37.27,37.63,37.97,38.31,38.65,38.99,39.33,39.68,40.02,40.37,40.73,41.09,41.57539403,42.06078806,42.54618209,43.03157612,43.51697015,44.00236418,44.48775821,44.97315224,45.45854627,45.9439403,46.42933434,46.91472837,47.4001224,47.88551643,48.37091046,48.85630449,49.34169852,49.82709255,50.31248658,50.79788061,51.28327464,51.76866867,52.2540627,52.73945673,53.22485076,53.71024479,54.19563882,54.68103285
68,Bolivia,4.32,4.43,4.54,4.65,4.77,4.88,5,5.12,5.24,5.37,5.5,5.63,5.76,5.9,6.04,6.18,6.33,6.48,6.64,6.79,6.96,7.12,7.29,7.46,7.64,7.81,7.98,8.15,8.32,8.5,8.67,8.84,9.02,9.19,9.36,9.52,9.68,9.83,9.99,10.16,10.32,10.5,10.62403595,10.74807191,10.87210786,10.99614381,11.12017977,11.24421572,11.36825167,11.49228763,11.61632358,11.74035953,11.86439549,11.98843144,12.11246739,12.23650335,12.3605393,12.48457525,12.60861121,12.73264716,12.85668311,12.98071907,13.10475502,13.22879097,13.35282693,13.47686288,13.60089883,13.72493479,13.84897074,13.97300669
76,Brazil,98.43,100.81,103.23,105.69,108.22,110.81,113.46,116.16,118.92,121.74,124.61,127.53,130.46,133.36,136.22,139.02,141.77,144.45,147.08,149.65,152.15,154.6,157.01,159.43,161.89,164.39,166.93,169.47,172.01,174.51,176.97,179.39,181.75,184.01,186.14,188.13,190,191.77,193.49,195.21,196.94,198.66,199.7435714,200.8271429,201.9107143,202.9942857,204.0778571,205.1614286,206.245,207.3285714,208.4121429,209.4957143,210.5792857,211.6628571,212.7464286,213.83,214.9135714,215.9971429,217.0807143,218.1642857,219.2478571,220.3314286,221.415,222.4985714,223.5821429,224.6657143,225.7492857,226.8328571,227.9164286,229
170,Colombia,21.88,22.4,22.93,23.45,24,24.56,25.14,25.73,26.33,26.94,27.55,28.17,28.8,29.44,30.08,30.72,31.36,32.01,32.66,33.31,33.96,34.61,35.26,35.92,36.57,37.24,37.9,38.57,39.23,39.9,40.56,41.22,41.87,42.53,43.18,43.84,44.5,45.15,45.8,46.45,47.08,47.7,48.26347762,48.82695523,49.39043285,49.95391047,50.51738808,51.0808657,51.64434331,52.20782093,52.77129855,53.33477616,53.89825378,54.4617314,55.02520901,55.58868663,56.15216424,56.71564186,57.27911948,57.84259709,58.40607471,58.96955233,59.53302994,60.09650756,60.65998517,61.22346279,61.78694041,62.35041802,62.91389564,63.47737326
188,Costa Rica,1.87,1.91,1.96,2,2.05,2.11,2.16,2.22,2.28,2.35,2.42,2.48,2.55,2.63,2.7,2.77,2.85,2.92,3,3.08,3.16,3.23,3.31,3.39,3.48,3.57,3.66,3.75,3.84,3.93,4.01,4.09,4.17,4.25,4.32,4.39,4.46,4.53,4.6,4.67,4.74,4.81,4.86682028,4.923640559,4.980460839,5.037281118,5.094101398,5.150921677,5.207741957,5.264562236,5.321382516,5.378202795,5.435023075,5.491843355,5.548663634,5.605483914,5.662304193,5.719124473,5.775944752,5.832765032,5.889585311,5.946405591,6.00322587,6.06004615,6.11686643,6.173686709,6.230506989,6.287327268,6.344147548,6.400967827
192,Cuba,8.87,9.03,9.18,9.32,9.44,9.54,9.63,9.71,9.78,9.84,9.89,9.93,9.98,10.03,10.1,10.18,10.29,10.4,10.5,10.6,10.69,10.76,10.82,10.88,10.93,10.98,11.02,11.06,11.1,11.14,11.18,11.21,11.25,11.27,11.29,11.3,11.3,11.3,11.29,11.28,11.28,11.27,11.40313192,11.53626385,11.66939577,11.80252769,11.93565962,12.06879154,12.20192346,12.33505539,12.46818731,12.60131923,12.73445115,12.86758308,13.000715,13.13384692,13.26697885,13.40011077,13.53324269,13.66637462,13.79950654,13.93263846,14.06577039,14.19890231,14.33203423,14.46516616,14.59829808,14.73143,14.86456193,14.99769385
