numcode,country,Population1971,Population1972,Population1973,Population1974,Population1975,Population1976,Population1977,Population1978,Population1979,Population1980,Population1981,Population1982,Population1983,Population1984,Population1985,Population1986,Population1987,Population1988,Population1989,Population1990,Population1991,Population1992,Population1993,Population1994,Population1995,Population1996,Population1997,Population1998,Population1999,Population2000,Population2001,Population2002,Population2003,Population2004,Population2005,Population2006,Population2007,Population2008,Population2009,Population2010,Population2011,Population2012,Population2013,Population2014,Population2015,Population2016,Population2017,Population2018,Population2019,Population2020,Population2021,Population2022,Population2023,Population2024,Population2025,Population2026,Population2027,Population2028,Population2029,Population2030,Population2031,Population2032,Population2033,Population2034,Population2035,Population2036,Population2037,Population2038,Population2039,Population2040
214,Dominican Republic,4.65,4.78,4.91,5.04,5.17,5.3,5.43,5.56,5.69,5.83,5.96,6.1,6.24,6.38,6.52,6.67,6.81,6.95,7.1,7.25,7.39,7.54,7.69,7.83,7.98,8.12,8.26,8.39,8.53,8.66,8.8,8.94,9.07,9.21,9.34,9.48,9.62,9.75,9.88,10.02,10.15,10.28,10.4014371,10.52287421,10.64431131,10.76574842,10.88718552,11.00862263,11.13005973,11.25149684,11.37293394,11.49437105,11.61580815,11.73724526,11.85868236,11.98011947,12.10155657,12.22299368,12.34443078,12.46586789,12.58730499,12.70874209,12.8301792,12.9516163,13.07305341,13.19449051,13.31592762,13.43736472,13.55880183,13.68023893
218,Ecuador,6.2,6.38,6.56,6.74,6.93,7.12,7.31,7.51,7.71,7.91,8.11,8.32,8.53,8.74,8.96,9.19,9.42,9.65,9.89,10.12,10.36,10.6,10.84,11.08,11.32,11.56,11.8,12.04,12.29,12.53,12.78,13.03,13.28,13.53,13.78,14.02,14.27,14.51,14.76,15,15.25,15.49,15.67298256,15.85596513,16.03894769,16.22193025,16.40491282,16.58789538,16.77087794,16.95386051,17.13684307,17.31982563,17.5028082,17.68579076,17.86877332,18.05175589,18.23473845,18.41772102,18.60070358,18.78368614,18.96666871,19.14965127,19.33263383,19.5156164,19.69859896,19.88158152,20.06456409,20.24754665,20.43052921,20.61351178
222,El Salvador,3.84,3.94,4.04,4.14,4.23,4.33,4.41,4.5,4.58,4.66,4.73,4.81,4.87,4.94,5,5.07,5.13,5.2,5.27,5.34,5.43,5.51,5.6,5.68,5.75,5.81,5.86,5.9,5.93,5.96,5.99,6.01,6.03,6.05,6.07,6.1,6.12,6.15,6.18,6.22,6.26,6.3,6.374421572,6.448843144,6.523264716,6.597686288,6.67210786,6.746529432,6.820951004,6.895372576,6.969794148,7.04421572,7.118637292,7.193058864,7.267480436,7.341902007,7.416323579,7.490745151,7.565166723,7.639588295,7.714009867,7.788431439,7.862853011,7.937274583,8.011696155,8.086117727,8.160539299,8.234960871,8.309382443,8.383804015
320,Guatemala,5.57,5.72,5.88,6.04,6.19,6.35,6.51,6.67,6.83,7,7.18,7.36,7.54,7.73,7.92,8.11,8.3,8.49,8.69,8.89,9.1,9.31,9.53,9.76,9.98,10.22,10.45,10.69,10.94,11.2,11.48,11.77,12.06,12.37,12.68,13,13.32,13.65,13.99,14.34,14.71,15.08,15.25813925,15.43627851,15.61441776,15.79255702,15.97069627,16.14883553,16.32697478,16.50511404,16.68325329,16.86139255,17.0395318,17.21767106,17.39581031,17.57394957,17.75208882,17.93022808,18.10836733,18.28650659,18.46464584,18.6427851,18.82092435,18.99906361,19.17720286,19.35534212,19.53348137,19.71162062,19.88975988,20.06789913
332,Haiti,4.8,4.88,4.97,5.05,5.14,5.24,5.35,5.45,5.57,5.69,5.82,5.96,6.1,6.25,6.39,6.53,6.68,6.82,6.97,7.11,7.26,7.4,7.55,7.69,7.84,7.99,8.14,8.29,8.43,8.58,8.72,8.86,9,9.13,9.26,9.39,9.51,9.64,9.77,9.9,10.03,10.17,10.29013768,10.41027536,10.53041304,10.65055072,10.7706884,10.89082608,11.01096376,11.13110144,11.25123912,11.3713768,11.49151449,11.61165217,11.73178985,11.85192753,11.97206521,12.09220289,12.21234057,12.33247825,12.45261593,12.57275361,12.69289129,12.81302897,12.93316665,13.05330433,13.17344201,13.29357969,13.41371737,13.53385505
340,Honduras,2.77,2.85,2.93,3.02,3.11,3.21,3.31,3.41,3.52,3.64,3.75,3.87,3.99,4.11,4.24,4.37,4.5,4.63,4.77,4.9,5.04,5.18,5.32,5.46,5.59,5.72,5.85,5.98,6.11,6.24,6.37,6.5,6.63,6.76,6.9,7.04,7.18,7.32,7.47,7.62,7.78,7.94,8.033794807,8.127589613,8.22138442,8.315179226,8.408974033,8.502768839,8.596563646,8.690358453,8.784153259,8.877948066,8.971742872,9.065537679,9.159332485,9.253127292,9.346922099,9.440716905,9.534511712,9.628306518,9.722101325,9.815896131,9.909690938,10.00348574,10.09728055,10.19107536,10.28487016,10.37866497,10.47245978,10.56625458
388,Jamaica,1.9,1.93,1.96,1.99,2.01,2.04,2.06,2.08,2.1,2.13,2.16,2.2,2.24,2.28,2.31,2.34,2.35,2.36,2.38,2.39,2.41,2.42,2.44,2.46,2.48,2.51,2.53,2.56,2.57,2.59,2.61,2.62,2.63,2.63,2.64,2.65,2.66,2.67,2.68,2.69,2.7,2.71,2.742013089,2.774026178,2.806039267,2.838052356,2.870065444,2.902078533,2.934091622,2.966104711,2.9981178,3.030130889,3.062143978,3.094157067,3.126170156,3.158183244,3.190196333,3.222209422,3.254222511,3.2862356,3.318248689,3.350261778,3.382274867,3.414287956,3.446301045,3.478314133,3.510327222,3.542340311,3.5743534,3.606366489
558,Nicaragua,2.47,2.55,2.63,2.71,2.8,2.89,2.98,3.07,3.16,3.25,3.34,3.44,3.53,3.62,3.71,3.8,3.88,3.96,4.05,4.14,4.24,4.34,4.45,4.56,4.66,4.76,4.85,4.94,5.02,5.1,5.18,5.25,5.32,5.39,5.46,5.53,5.6,5.67,5.74,5.82,5.91,5.99,6.060759558,6.131519116,6.202278674,6.273038232,6.343797791,6.414557349,6.485316907,6.556076465,6.626836023,6.697595581,6.768355139,6.839114697,6.909874255,6.980633813,7.051393372,7.12215293,7.192912488,7.263672046,7.334431604,7.405191162,7.47595072,7.546710278,7.617469836,7.688229395,7.758988953,7.829748511,7.900508069,7.971267627
591,Panama,1.57,1.62,1.66,1.71,1.75,1.8,1.85,1.9,1.94,1.99,2.04,2.09,2.14,2.18,2.23,2.28,2.33,2.38,2.44,2.49,2.54,2.59,2.65,2.7,2.76,2.82,2.87,2.93,2.99,3.06,3.12,3.18,3.24,3.3,3.37,3.43,3.49,3.55,3.62,3.68,3.74,3.8,3.844889202,3.889778404,3.934667606,3.979556809,4.024446011,4.069335213,4.114224415,4.159113617,4.204002819,4.248892021,4.293781224,4.338670426,4.383559628,4.42844883,4.473338032,4.518227234,4.563116436,4.608005638,4.652894841,4.697784043,4.742673245,4.787562447,4.832451649,4.877340851,4.922230053,4.967119256,5.012008458,5.05689766
600,Paraguay,2.55,2.61,2.67,2.74,2.81,2.88,2.95,3.03,3.11,3.2,3.29,3.39,3.49,3.6,3.7,3.81,3.92,4.03,4.14,4.25,4.36,4.47,4.58,4.69,4.8,4.91,5.02,5.13,5.24,5.35,5.46,5.57,5.68,5.79,5.9,6.02,6.13,6.24,6.35,6.46,6.57,6.69,6.769028622,6.848057243,6.927085865,7.006114487,7.085143108,7.16417173,7.243200352,7.322228973,7.401257595,7.480286217,7.559314838,7.63834346,7.717372082,7.796400703,7.875429325,7.954457946,8.033486568,8.11251519,8.191543811,8.270572433,8.349601055,8.428629676,8.507658298,8.58668692,8.665715541,8.744744163,8.823772785,8.902801406
604,Peru,13.57,13.95,14.35,14.75,15.16,15.59,16.02,16.45,16.89,17.33,17.77,18.2,18.64,19.08,19.53,19.97,20.42,20.88,21.33,21.77,22.21,22.65,23.08,23.51,23.94,24.37,24.79,25.21,25.61,26,26.37,26.73,27.07,27.4,27.72,28.03,28.33,28.63,28.93,29.26,29.62,29.99,30.34427031,30.69854062,31.05281093,31.40708123,31.76135154,32.11562185,32.46989216,32.82416247,33.17843278,33.53270308,33.88697339,34.2412437,34.59551401,34.94978432,35.30405463,35.65832494,36.01259524,36.36686555,36.72113586,37.07540617,37.42967648,37.78394679,38.13821709,38.4924874,38.84675771,39.20102802,39.55529833,39.90956864
780,Trinidad and Tobago,0.96,0.97,0.98,1,1.01,1.03,1.04,1.05,1.07,1.09,1.1,1.12,1.14,1.16,1.17,1.18,1.2,1.21,1.21,1.22,1.23,1.24,1.24,1.25,1.26,1.26,1.26,1.26,1.27,1.27,1.27,1.28,1.28,1.29,1.3,1.3,1.31,1.32,1.32,1.33,1.33,1.34,1.35582935,1.3716587,1.387488051,1.403317401,1.419146751,1.434976101,1.450805452,1.466634802,1.482464152,1.498293502,1.514122852,1.529952203,1.545781553,1.561610903,1.577440253,1.593269604,1.609098954,1.624928304,1.640757654,1.656587005,1.672416355,1.688245705,1.704075055,1.719904405,1.735733756,1.751563106,1.767392456,1.783221806
858,Uruguay,2.82,2.82,2.82,2.82,2.83,2.84,2.86,2.88,2.9,2.92,2.94,2.95,2.97,2.99,3.01,3.03,3.05,3.07,3.09,3.11,3.13,3.16,3.18,3.2,3.22,3.25,3.27,3.29,3.31,3.32,3.33,3.33,3.33,3.32,3.33,3.33,3.34,3.35,3.36,3.37,3.38,3.4,3.440164023,3.480328046,3.520492069,3.560656092,3.600820115,3.640984138,3.681148161,3.721312184,3.761476207,3.80164023,3.841804253,3.881968276,3.922132299,3.962296322,4.002460344,4.042624367,4.08278839,4.122952413,4.163116436,4.203280459,4.243444482,4.283608505,4.323772528,4.363936551,4.404100574,4.444264597,4.48442862,4.524592643
862,Venezuela,11.09,11.48,11.88,12.3,12.74,13.2,13.67,14.15,14.63,15.1,15.55,15.99,16.43,16.87,17.32,17.79,18.28,18.77,19.26,19.74,20.22,20.69,21.16,21.63,22.09,22.56,23.02,23.48,23.95,24.41,24.87,25.33,25.8,26.26,26.73,27.19,27.66,28.12,28.58,29.04,29.5,29.96,30.31391592,30.66783184,31.02174776,31.37566368,31.7295796,32.08349552,32.43741144,32.79132736,33.14524328,33.4991592,33.85307512,34.20699104,34.56090696,34.91482288,35.2687388,35.62265472,35.97657064,36.33048656,36.68440248,37.0383184,37.39223432,37.74615024,38.10006616,38.45398208,38.807898,39.16181392,39.51572984,39.86964576
48,Bahrain,0.22,0.23,0.24,0.25,0.27,0.28,0.3,0.32,0.34,0.36,0.37,0.39,0.4,0.41,0.42,0.43,0.45,0.47,0.48,0.5,0.51,0.52,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.67,0.7,0.73,0.77,0.82,0.88,0.95,1.03,1.12,1.19,1.25,1.29,1.32,1.341993226,1.363986453,1.385979679,1.407972905,1.429966131,1.451959358,1.473952584,1.49594581,1.517939037,1.539932263,1.561925489,1.583918715,1.605911942,1.627905168,1.649898394,1.671891621,1.693884847,1.715878073,1.737871299,1.759864526,1.781857752,1.803850978,1.825844205,1.847837431,1.869830657,1.891823883,1.91381711,1.935810336
368,Iraq,10.26,10.6,10.95,11.31,11.69,12.07,12.46,12.86,13.26,13.65,14.05,14.44,14.82,15.2,15.58,15.94,16.3,16.67,17.07,17.52,18.01,18.55,19.12,19.73,20.36,21.02,21.69,22.39,23.09,23.8,24.52,25.24,25.96,26.67,27.38,28.06,28.74,29.43,30.16,30.96,31.76,32.58,33.12283281,33.66566562,34.20849844,34.75133125,35.29416406,35.83699687,36.37982969,36.9226625,37.46549531,38.00832812,38.55116094,39.09399375,39.63682656,40.17965937,40.72249219,41.265325,41.80815781,42.35099062,42.89382343,43.43665625,43.97948906,44.52232187,45.06515468,45.6079875,46.15082031,46.69365312,47.23648593,47.77931875
364,Islamic Republic of Iran,29.38,30.18,31.03,31.92,32.88,33.9,34.99,36.17,37.47,38.89,40.44,42.1,43.85,45.67,47.53,49.44,51.38,53.25,54.94,56.36,57.47,58.31,58.98,59.66,60.47,61.44,62.54,63.71,64.86,65.91,66.86,67.73,68.54,69.34,70.15,70.98,71.81,72.66,73.54,74.46,75.42,76.42,77.69327451,78.96654902,80.23982353,81.51309804,82.78637255,84.05964706,85.33292157,86.60619608,87.87947059,89.1527451,90.4260196,91.69929411,92.97256862,94.24584313,95.51911764,96.79239215,98.06566666,99.33894117,100.6122157,101.8854902,103.1587647,104.4320392,105.7053137,106.9785882,108.2518627,109.5251372,110.7984118,112.0716863
400,Jordan,1.57,1.63,1.69,1.75,1.81,1.88,1.95,2.02,2.1,2.18,2.27,2.36,2.46,2.55,2.64,2.74,2.85,2.95,3.06,3.17,3.55,3.73,3.91,4.06,4.2,4.33,4.46,4.6,4.68,4.8,4.92,5.04,5.16,5.29,5.41,5.54,5.66,5.79,5.92,6.05,6.18,6.32,6.425300902,6.530601803,6.635902705,6.741203606,6.846504508,6.95180541,7.057106311,7.162407213,7.267708114,7.373009016,7.478309918,7.583610819,7.688911721,7.794212622,7.899513524,8.004814426,8.110115327,8.215416229,8.32071713,8.426018032,8.531318934,8.636619835,8.741920737,8.847221638,8.95252254,9.057823442,9.163124343,9.268425245
414,Kuwait,0.81,0.87,0.93,0.99,1.05,1.11,1.18,1.24,1.3,1.37,1.44,1.51,1.58,1.65,1.73,1.82,1.92,2.01,2.06,2.06,2,1.46,1.57,1.68,1.59,1.59,1.64,1.72,1.82,1.91,1.98,2.05,2.12,2.2,2.3,2.42,2.56,2.7,2.85,2.99,3.13,3.25,3.304149989,3.358299978,3.412449967,3.466599956,3.520749945,3.574899934,3.629049923,3.683199912,3.737349901,3.79149989,3.845649879,3.899799867,3.953949856,4.008099845,4.062249834,4.116399823,4.170549812,4.224699801,4.27884979,4.332999779,4.387149768,4.441299757,4.495449746,4.549599735,4.603749724,4.657899713,4.712049702,4.766199691
422,Lebanon,2.35,2.42,2.48,2.54,2.58,2.6,2.61,2.61,2.6,2.61,2.62,2.63,2.65,2.67,2.68,2.68,2.67,2.67,2.68,2.7,2.75,2.82,2.9,2.98,3.03,3.07,3.09,3.11,3.16,3.24,3.36,3.52,3.69,3.85,3.99,4.08,4.14,4.19,4.25,4.34,4.38,4.43,4.5038106,4.577621201,4.651431801,4.725242401,4.799053002,4.872863602,4.946674202,5.020484803,5.094295403,5.168106003,5.241916604,5.315727204,5.389537804,5.463348405,5.537159005,5.610969605,5.684780206,5.758590806,5.832401406,5.906212007,5.980022607,6.053833207,6.127643808,6.201454408,6.275265008,6.349075609,6.422886209,6.496696809
512,Oman,0.75,0.78,0.81,0.84,0.88,0.93,0.98,1.03,1.09,1.15,1.22,1.29,1.36,1.43,1.5,1.56,1.62,1.68,1.74,1.81,1.89,1.97,2.04,2.11,2.16,2.18,2.18,2.17,2.17,2.19,2.24,2.31,2.39,2.46,2.52,2.56,2.57,2.59,2.66,2.8,3.03,3.31,3.365149681,3.420299362,3.475449043,3.530598724,3.585748405,3.640898086,3.696047767,3.751197448,3.80634713,3.861496811,3.916646492,3.971796173,4.026945854,4.082095535,4.137245216,4.192394897,4.247544578,4.302694259,4.35784394,4.412993621,4.468143302,4.523292983,4.578442664,4.633592345,4.688742026,4.743891708,4.799041389,4.85419107
634,Qatar,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.21,0.22,0.25,0.28,0.31,0.34,0.37,0.4,0.42,0.45,0.46,0.48,0.49,0.49,0.49,0.5,0.5,0.51,0.53,0.55,0.57,0.59,0.61,0.63,0.66,0.72,0.82,0.97,1.15,1.36,1.56,1.75,1.91,2.05,2.084156147,2.118312294,2.152468441,2.186624588,2.220780734,2.254936881,2.289093028,2.323249175,2.357405322,2.391561469,2.425717616,2.459873763,2.494029909,2.528186056,2.562342203,2.59649835,2.630654497,2.664810644,2.698966791,2.733122938,2.767279084,2.801435231,2.835591378,2.869747525,2.903903672,2.938059819,2.972215966,3.006372113
682,Saudi Arabia,6.06,6.34,6.65,7,7.38,7.79,8.24,8.72,9.26,9.84,10.49,11.17,11.89,12.59,13.27,13.92,14.53,15.11,15.67,16.21,16.74,17.26,17.76,18.2,18.57,18.85,19.06,19.28,19.62,20.15,20.89,21.83,22.85,23.84,24.69,25.37,25.92,26.37,26.8,27.26,27.76,28.29,28.76135483,29.23270965,29.70406448,30.17541931,30.64677413,31.11812896,31.58948379,32.06083862,32.53219344,33.00354827,33.4749031,33.94625792,34.41761275,34.88896758,35.3603224,35.83167723,36.30303206,36.77438688,37.24574171,37.71709654,38.18845137,38.65980619,39.13116102,39.60251585,40.07387067,40.5452255,41.01658033,41.48793515
760,Syrian Arab Republic,6.6,6.83,7.07,7.31,7.56,7.82,8.09,8.36,8.65,8.96,9.28,9.61,9.96,10.31,10.67,11.02,11.37,11.73,12.09,12.45,12.82,13.19,13.56,13.95,14.34,14.75,15.17,15.59,16,16.37,16.7,17,17.3,17.68,18.17,18.81,19.56,20.35,21.03,21.53,21.96,22.4,22.77321839,23.14643677,23.51965516,23.89287354,24.26609193,24.63931031,25.0125287,25.38574708,25.75896547,26.13218385,26.50540224,26.87862063,27.25183901,27.6250574,27.99827578,28.37149417,28.74471255,29.11793094,29.49114932,29.86436771,30.23758609,30.61080448,30.98402286,31.35724125,31.73045964,32.10367802,32.47689641,32.85011479
784,United Arab Emirates,0.27,0.32,0.38,0.45,0.53,0.62,0.72,0.83,0.93,1.02,1.09,1.16,1.22,1.28,1.35,1.43,1.52,1.61,1.71,1.81,1.91,2.01,2.12,2.23,2.35,2.47,2.61,2.75,2.89,3.03,3.13,3.22,3.37,3.66,4.15,4.88,5.8,6.8,7.72,8.44,8.93,9.21,9.363452738,9.516905476,9.670358214,9.823810952,9.97726369,10.13071643,10.28416917,10.4376219,10.59107464,10.74452738,10.89798012,11.05143286,11.20488559,11.35833833,11.51179107,11.66524381,11.81869654,11.97214928,12.12560202,12.27905476,12.4325075,12.58596023,12.73941297,12.89286571,13.04631845,13.19977119,13.35322392,13.50667666
887,Yemen,6.19,6.29,6.4,6.52,6.68,6.87,7.09,7.34,7.61,7.91,8.22,8.56,8.91,9.28,9.65,10.03,10.41,10.82,11.27,11.79,12.39,13.04,13.73,14.4,15.02,15.58,16.09,16.56,17.04,17.52,18.03,18.55,19.08,19.61,20.14,20.66,21.18,21.7,22.23,22.76,23.3,23.85,24.24737761,24.64475522,25.04213283,25.43951045,25.83688806,26.23426567,26.63164328,27.02902089,27.4263985,27.82377611,28.22115372,28.61853134,29.01590895,29.41328656,29.81066417,30.20804178,30.60541939,31.002797,31.40017461,31.79755223,32.19492984,32.59230745,32.98968506,33.38706267,33.78444028,34.18181789,34.5791955,34.97657312
50,Bangladesh,67.63,68.73,69.75,70.88,72.27,73.95,75.88,78.01,80.24,82.5,84.76,87.06,89.4,91.8,94.29,96.85,99.48,102.13,104.78,107.39,109.94,112.43,114.9,117.37,119.87,122.4,124.95,127.48,129.97,132.38,134.73,137.01,139.19,141.24,143.14,144.87,146.46,147.97,149.5,151.13,152.86,154.7,156.6526926,158.6053852,160.5580778,162.5107704,164.463463,166.4161556,168.3688482,170.3215408,172.2742334,174.226926,176.1796186,178.1323112,180.0850038,182.0376964,183.990389,185.9430816,187.8957742,189.8484668,191.8011594,193.753852,195.7065446,197.6592371,199.6119297,201.5646223,203.5173149,205.4700075,207.4227001,209.3753927
96,Brunei Darussalam,0.14,0.14,0.15,0.15,0.16,0.17,0.17,0.18,0.19,0.19,0.2,0.21,0.21,0.22,0.22,0.23,0.24,0.24,0.25,0.26,0.26,0.27,0.28,0.29,0.3,0.3,0.31,0.32,0.33,0.33,0.34,0.35,0.35,0.36,0.37,0.38,0.38,0.39,0.39,0.4,0.41,0.41,0.415175203,0.420350407,0.42552561,0.430700814,0.435876017,0.44105122,0.446226424,0.451401627,0.456576831,0.461752034,0.466927237,0.472102441,0.477277644,0.482452848,0.487628051,0.492803254,0.497978458,0.503153661,0.508328864,0.513504068,0.518679271,0.523854475,0.529029678,0.534204881,0.539380085,0.544555288,0.549730492,0.554905695
116,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.77,11.09,11.4,11.69,11.96,12.22,12.47,12.71,12.93,13.15,13.36,13.56,13.75,13.94,14.14,14.37,14.61,14.87,15.05769579,15.24539158,15.43308737,15.62078317,15.80847896,15.99617475,16.18387054,16.37156633,16.55926212,16.74695791,16.93465371,17.1223495,17.31004529,17.49774108,17.68543687,17.87313266,18.06082845,18.24852425,18.43622004,18.62391583,18.81161162,18.99930741,19.1870032,19.37469899,19.56239478,19.75009058,19.93778637,20.12548216
158,Chinese Taipei,14.93,15.24,15.54,15.84,16.14,16.47,16.8,17.13,17.47,17.87,18.19,18.52,18.79,19.07,19.31,19.51,19.73,19.95,20.16,20.4,20.61,20.8,21,21.18,21.36,21.53,21.74,21.93,22.09,22.28,22.41,22.52,22.61,22.69,22.77,22.88,22.96,23.04,23.12,23.16,23.23,23.43,23.72574394,24.02148788,24.31723182,24.61297576,24.9087197,25.20446364,25.50020758,25.79595152,26.09169546,26.3874394,26.68318334,26.97892728,27.27467122,27.57041516,27.8661591,28.16190304,28.45764699,28.75339093,29.04913487,29.34487881,29.64062275,29.93636669,30.23211063,30.52785457,30.82359851,31.11934245,31.41508639,31.71083033
408,Dem. People's Republic of Korea,14.81,15.22,15.6,15.96,16.28,16.54,16.76,16.95,17.15,17.37,17.62,17.9,18.19,18.49,18.78,19.06,19.34,19.61,19.9,20.19,20.51,20.84,21.17,21.48,21.76,22.02,22.24,22.45,22.64,22.84,23.04,23.25,23.45,23.64,23.81,23.97,24.11,24.24,24.37,24.5,24.63,24.76,25.0725318,25.38506359,25.69759539,26.01012718,26.32265898,26.63519077,26.94772257,27.26025436,27.57278616,27.88531795,28.19784975,28.51038154,28.82291334,29.13544513,29.44797693,29.76050872,30.07304052,30.38557231,30.69810411,31.0106359,31.3231677,31.63569949,31.94823129,32.26076309,32.57329488,32.88582668,33.19835847,33.51089027
356,India,567.81,580.8,594.19,608,622.23,636.88,651.94,667.34,683.03,698.97,715.11,731.44,747.99,764.75,781.74,798.94,816.33,833.83,851.38,868.89,886.35,903.75,921.11,938.45,955.8,973.15,990.46,1007.75,1025.02,1042.26,1059.5,1076.71,1093.79,1110.63,1127.14,1143.29,1159.1,1174.66,1190.14,1205.63,1221.16,1236.69,1248.451071,1260.212143,1271.973214,1283.734286,1295.495357,1307.256429,1319.0175,1330.778571,1342.539643,1354.300714,1366.061786,1377.822857,1389.583929,1401.345,1413.106071,1424.867143,1436.628214,1448.389286,1460.150357,1471.911429,1483.6725,1495.433571,1507.194643,1518.955714,1530.716786,1542.477857,1554.238929,1566
360,Indonesia,117,119.97,123,126.08,129.21,132.39,135.6,138.86,142.16,145.49,148.87,152.28,155.7,159.1,162.46,165.77,169.04,172.27,175.46,178.63,181.79,184.92,188.02,191.09,194.11,197.1,200.05,202.99,205.95,208.94,211.97,215.04,218.15,221.29,224.48,227.71,230.97,234.24,237.49,240.68,243.8,246.86,249.9759773,253.0919547,256.207932,259.3239094,262.4398867,265.555864,268.6718414,271.7878187,274.9037961,278.0197734,281.1357508,284.2517281,287.3677054,290.4836828,293.5996601,296.7156375,299.8316148,302.9475921,306.0635695,309.1795468,312.2955242,315.4115015,318.5274788,321.6434562,324.7594335,327.8754109,330.9913882,334.1073656
458,Malaysia,11.18,11.46,11.74,12.03,12.31,12.6,12.89,13.19,13.5,13.83,14.18,14.54,14.93,15.33,15.76,16.22,16.7,17.2,17.71,18.21,18.71,19.21,19.7,20.21,20.73,21.26,21.81,22.36,22.9,23.42,23.93,24.41,24.89,25.37,25.84,26.33,26.81,27.3,27.79,28.28,28.76,29.24,29.60908036,29.97816072,30.34724108,30.71632144,31.0854018,31.45448215,31.82356251,32.19264287,32.56172323,32.93080359,33.29988395,33.66896431,34.03804467,34.40712503,34.77620539,35.14528575,35.51436611,35.88344646,36.25252682,36.62160718,36.99068754,37.3597679,37.72884826,38.09792862,38.46700898,38.83608934,39.2051697,39.57425006
496,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,1.98,2.03,2.09,2.14,2.18,2.22,2.24,2.26,2.28,2.3,2.32,2.34,2.36,2.38,2.4,2.42,2.44,2.47,2.5,2.53,2.56,2.6,2.63,2.67,2.71,2.75,2.8,2.835342852,2.870685705,2.906028557,2.94137141,2.976714262,3.012057115,3.047399967,3.08274282,3.118085672,3.153428524,3.188771377,3.224114229,3.259457082,3.294799934,3.330142787,3.365485639,3.400828492,3.436171344,3.471514196,3.506857049,3.542199901,3.577542754,3.612885606,3.648228459,3.683571311,3.718914164,3.754257016,3.789599869
